Regarding 3:1 7:1 11:1 68:1 72:1 173:1 21099:1
to 9:1 68:1 111:1 114:1 151:1 173:1
the 66:1 112:1 115:1 152:1 171:1 2771:1
optic 10:1 26:1 67:1 150:1 172:1 2769:1
chiasm 2:1 24:1 44:1 151:1 2770:1
, 9:1 25:1 42:1 125:1 236:1
in 43:1 68:1 123:1 234:1 1022:1
an 26:1 66:1 124:1 235:1 1020:1 1448:1
area 24:1 67:1 515:1 824:1 1021:1 1446:1
that 25:1 83:1 479:1 513:1 822:1 1447:1
is 81:1 477:1 514:1 572:1 823:1 13916:1
easily 82:1 140:1 478:1 570:1 13914:1 17405:1
damaged 125:1 138:1 571:1 974:1 13915:1 17403:1
if 68:1 123:1 139:1 173:1 972:1 17404:1
the 26:1 66:1 124:1 171:1 973:1 5324:1
brain 24:1 67:1 83:1 172:1 479:1 5322:1
is 10:1 25:1 81:1 140:1 477:1 5323:1
autolysed 2:1 82:1 134:1 138:1 197:1 478:1
or 9:1 83:1 132:1 139:1 195:1 479:1
is 81:1 133:1 196:1 477:1 572:1 1097:1
not 82:1 140:1 478:1 570:1 1095:1 17399:1
removed 125:1 138:1 398:1 571:1 1096:1 17397:1
with 68:1 123:1 139:1 173:1 396:1 17398:1
the 10:1 66:1 124:1 152:1 171:1 397:1
utmost 2:1 26:1 67:1 150:1 172:1 1175:1
care 9:1 24:1 62:1 151:1 1173:1
. 4:1 8:1 25:1 60:1 1174:1
Most 3:1 7:1 11:1 125:1 161:1 525:1 5376:1
of 68:1 123:1 159:1 173:1 526:1 5377:1
the 10:1 26:1 66:1 124:1 160:1 171:1
dolphin 2:1 24:1 26:1 67:1 172:1 5324:1
brain 9:1 24:1 25:1 104:1 5322:1 5570:1
tissues 25:1 102:1 140:1 5323:1 5568:1 17534:1
submitted 103:1 113:1 116:1 138:1 5569:1 17532:1
to 111:1 114:1 139:1 848:1 9836:1 17533:1
us 112:1 115:1 125:1 846:1 1196:1 9834:1
during 68:1 123:1 650:1 847:1 1194:1 9835:1
this 26:1 66:1 124:1 648:1 722:1 1195:1
outbreak 24:1 67:1 110:1 203:1 649:1 720:1
were 25:1 108:1 201:1 572:1 721:1 3014:1
either 109:1 152:1 202:1 570:1 3012:1 4313:1
small 10:1 104:1 150:1 571:1 3013:1 4311:1
pieces 2:1 102:1 125:1 151:1 161:1 4312:1
of 9:1 26:1 103:1 123:1 159:1 5324:1
brain 24:1 26:1 124:1 160:1 3776:1 5322:1
tissue 24:1 25:1 44:1 3774:1 5323:1
, 25:1 42:1 134:1 197:1 3775:1
or 43:1 132:1 152:1 195:1 8930:1
whole 10:1 104:1 133:1 150:1 196:1 8928:1
brains 2:1 102:1 140:1 151:1 8929:1 8996:1
cut 9:1 103:1 125:1 138:1 398:1 8994:1
with 123:1 139:1 152:1 396:1 8995:1 12929:1
multiple 10:1 124:1 150:1 152:1 397:1 12927:1
parallel 2:1 10:1 150:1 151:1 152:1 12928:1
longitudinal 2:1 9:1 10:1 104:1 150:1 151:1
cuts 2:1 9:1 89:1 102:1 151:1
-LRB- 9:1 87:1 103:1 842:1
`` 10:1 26:1 88:1 840:1
bread 2:1 10:1 24:1 110:1 841:1
loafed 2:1 9:1 25:1 108:1 875:1
'' 9:1 95:1 109:1 873:1
-RRB- 44:1 93:1 874:1
, 10:1 42:1 74:1 94:1
making 2:1 43:1 68:1 72:1 173:1
the 9:1 26:1 66:1 73:1 171:1 3332:1
location 24:1 67:1 125:1 161:1 172:1 3330:1
of 25:1 68:1 123:1 159:1 650:1 3331:1
this 66:1 124:1 152:1 160:1 648:1 4313:1
small 26:1 67:1 150:1 649:1 4311:1 21410:1
structure 24:1 151:1 152:1 4312:1 10475:1 21408:1
impossible 25:1 62:1 150:1 10473:1 21409:1
. 4:1 8:1 60:1 151:1 10474:1
In 3:1 7:1 11:1 123:1 911:1 914:1 1182:1
our 10:1 26:1 124:1 909:1 912:1 1183:1
search 2:1 24:1 125:1 533:1 910:1 913:1
for 9:1 25:1 68:1 123:1 173:1 531:1
the 10:1 26:1 66:1 124:1 171:1 532:1
hippocampus 2:1 24:1 44:1 67:1 172:1
, 9:1 25:1 42:1 848:1 896:1
we 43:1 668:1 671:1 846:1 894:1
have 10:1 140:1 666:1 669:1 847:1 895:1
enlisted 2:1 68:1 138:1 173:1 667:1 670:1
the 9:1 26:1 66:1 139:1 171:1 3578:1
help 24:1 67:1 125:1 161:1 172:1 3576:1
of 17:1 25:1 123:1 159:1 1589:1 3577:1
Department 11:1 15:1 124:1 125:1 160:1 161:1 1587:1
of 10:1 16:1 17:1 123:1 159:1 1588:1
Neuropathology 2:1 11:1 15:1 124:1 131:1 134:1 160:1
and 9:1 16:1 68:1 129:1 132:1 173:1
the 10:1 26:1 66:1 130:1 133:1 171:1
curator 2:1 24:1 67:1 125:1 161:1 172:1
of 9:1 25:1 68:1 123:1 159:1 173:1
the 10:1 17:1 66:1 124:1 160:1 171:1
Yakovlev-Haleem 2:1 11:1 15:1 67:1 152:1 172:1 21692:1
Comparative 9:1 11:1 16:1 26:1 150:1 4154:1 21690:1
Brain 10:1 11:1 24:1 26:1 151:1 4152:1 21691:1
Anatomy 2:1 11:1 24:1 25:1 26:1 4153:1 17549:1
collection 9:1 24:1 25:1 44:1 17547:1
, 25:1 42:1 125:1 398:1 17548:1
with 43:1 123:1 396:1 914:1 1823:1
its 10:1 124:1 152:1 397:1 912:1 1821:1
fine-quality 2:1 10:1 150:1 152:1 913:1 1822:1
archived 2:1 9:1 10:1 26:1 150:1 151:1
dolphin 2:1 9:1 24:1 26:1 151:1 5324:1
brain 9:1 24:1 25:1 104:1 5322:1 16652:1
specimens 25:1 62:1 102:1 5323:1 16650:1
. 4:1 8:1 60:1 103:1 16651:1
After 3:1 7:1 11:1 123:1 152:1 3737:1 4305:1
several 104:1 124:1 150:1 3735:1 4306:1 7439:1
months 102:1 125:1 151:1 161:1 3736:1 7437:1
of 26:1 103:1 123:1 159:1 7438:1 19634:1
effort 24:1 124:1 131:1 134:1 160:1 19632:1
and 25:1 129:1 132:1 152:1 2441:1 19633:1
many 44:1 130:1 133:1 150:1 2439:1
, 42:1 151:1 152:1 2440:1 2441:1
many 43:1 104:1 150:1 2439:1 8921:1
slides 44:1 102:1 151:1 2440:1 8919:1
, 42:1 103:1 152:1 1085:1 8920:1
last 26:1 43:1 150:1 176:1 1083:1
week 24:1 151:1 174:1 848:1 896:1 1084:1
we 25:1 175:1 572:1 846:1 894:1 15611:1
finally 110:1 570:1 847:1 895:1 14594:1 15609:1
got 108:1 152:1 571:1 2213:1 14592:1 15610:1
good 104:1 109:1 150:1 2211:1 4202:1 14593:1
sections 102:1 125:1 151:1 161:1 2212:1 4200:1
of 10:1 26:1 103:1 123:1 159:1 4201:1
hippocampus 2:1 24:1 124:1 125:1 160:1 206:1
from 9:1 25:1 50:1 123:1 204:1 215:1
2 10:1 48:1 104:1 124:1 205:1 213:1
brains 2:1 44:1 49:1 102:1 214:1
, 9:1 42:1 50:1 103:1 2609:1
one 43:1 48:1 152:1 2607:1 8345:1
domoic 26:1 49:1 150:1 2608:1 8343:1 8348:1
acid 24:1 26:1 151:1 860:1 8344:1 8346:1
suspect 24:1 25:1 89:1 858:1 8347:1
-LRB- 25:1 68:1 87:1 859:1 2834:1
no 10:1 66:1 88:1 152:1 2832:1
neuronal 2:1 26:1 67:1 150:1 2833:1 9311:1
necrosis 9:1 24:1 140:1 151:1 2216:1 9309:1
found 25:1 95:1 138:1 2214:1 9310:1
-RRB- 44:1 93:1 139:1 2215:1
, 42:1 94:1 131:1 134:1
and 43:1 50:1 129:1 132:1 2609:1
one 26:1 48:1 130:1 133:1 1994:1 2607:1
control 24:1 26:1 49:1 1992:1 2608:1 4418:1
animal 24:1 25:1 125:1 206:1 1993:1 4416:1
from 25:1 68:1 123:1 173:1 204:1 4417:1
the 10:1 17:1 66:1 124:1 171:1 205:1
Atlantic 2:1 11:1 15:1 26:1 67:1 172:1 19433:1
ocean 9:1 16:1 24:1 62:1 19431:1
. 4:1 8:1 25:1 60:1 19432:1
Although 3:1 7:1 11:1 104:1 123:1 2820:1 6392:1
reports 102:1 124:1 125:1 206:1 2821:1 6390:1
from 17:1 103:1 123:1 204:1 6391:1 7664:1
California 11:1 15:1 124:1 205:1 671:1 6302:1 7662:1
indicate 16:1 68:1 650:1 669:1 6300:1 7663:1
this 26:1 66:1 648:1 670:1 722:1 6301:1
outbreak 24:1 67:1 83:1 649:1 720:1 9773:1
seems 25:1 81:1 113:1 116:1 721:1 9771:1
to 82:1 111:1 114:1 611:1 734:1 9772:1
be 112:1 115:1 572:1 609:1 732:1 5363:1
over 44:1 570:1 610:1 733:1 5361:1
, 42:1 571:1 848:1 863:1 5362:1
it 43:1 846:1 861:1 1010:1 1355:1
will 611:1 734:1 847:1 862:1 1008:1 1353:1
be 152:1 609:1 732:1 1009:1 1354:1 2933:1
important 125:1 150:1 236:1 610:1 733:1 2931:1
in 68:1 123:1 151:1 234:1 2027:1 2932:1
any 66:1 124:1 152:1 235:1 2025:1 5726:1
future 67:1 104:1 150:1 2026:1 2948:1 5724:1
events 102:1 113:1 116:1 151:1 2946:1 5725:1
to 10:1 103:1 111:1 114:1 611:1 2947:1
submit 2:1 68:1 112:1 115:1 609:1 2027:1
any 9:1 10:1 26:1 66:1 610:1 2025:1
dolphin 2:1 10:1 24:1 67:1 104:1 2026:1
brains 2:1 9:1 25:1 102:1 152:1 19889:1
intact 9:1 44:1 103:1 150:1 19887:1
, 10:1 42:1 151:1 152:1 19888:1
fixed 2:1 26:1 43:1 150:1 8930:1
whole 9:1 24:1 125:1 143:1 151:1 8928:1
by 10:1 25:1 26:1 123:1 141:1 8929:1
immersion 2:1 24:1 124:1 125:1 142:1 236:1
in 9:1 25:1 26:1 123:1 234:1 11396:1
formalin 24:1 44:1 124:1 235:1 11394:1
, 25:1 42:1 125:1 398:1 11395:1
with 43:1 68:1 123:1 396:1 2834:1
no 66:1 124:1 397:1 842:1 2832:1
`` 10:1 26:1 67:1 840:1 2833:1
breadloafing 2:1 24:1 62:1 841:1
. 9:1 25:1 60:1 875:1
'' 4:1 8:1 61:1 873:1
Any 3:1 7:1 10:1 11:1 26:1 66:1 11748:1
sectioning 2:1 24:1 67:1 125:1 161:1 11749:1
of 9:1 25:1 68:1 123:1 159:1 173:1
the 26:1 66:1 124:1 160:1 171:1 5324:1
brain 24:1 67:1 125:1 172:1 4919:1 5322:1
before 10:1 25:1 26:1 123:1 4917:1 5323:1
fixation 2:1 24:1 124:1 572:1 4918:1 15116:1
severely 9:1 10:1 25:1 83:1 570:1 15114:1
hampers 2:1 81:1 571:1 911:1 914:1 15115:1
our 9:1 26:1 82:1 909:1 912:1 14360:1
ability 24:1 113:1 116:1 910:1 913:1 14358:1
to 10:1 25:1 111:1 114:1 611:1 14359:1
locate 2:1 68:1 112:1 115:1 173:1 609:1
the 9:1 10:1 26:1 66:1 171:1 610:1
hippocampus 2:1 24:1 62:1 67:1 172:1
. 4:1 8:1 9:1 25:1 60:1
Domoic 3:1 7:1 11:1 26:1 150:1 8348:1 8349:1
acid 24:1 151:1 1010:1 1439:1 8346:1 8350:1
may 25:1 611:1 668:1 1008:1 1437:1 8347:1
have 140:1 609:1 666:1 1009:1 1025:1 1438:1
caused 68:1 138:1 173:1 610:1 667:1 1023:1
the 66:1 104:1 139:1 171:1 551:1 1024:1
deaths 67:1 102:1 125:1 161:1 172:1 549:1
of 68:1 103:1 123:1 159:1 323:1 550:1
these 66:1 104:1 124:1 160:1 321:1 410:1
animals 62:1 67:1 102:1 322:1 408:1
. 4:1 8:1 60:1 103:1 409:1
Multiple 2:1 3:1 7:1 11:1 104:1 150:1 8306:1
dolphins 9:1 102:1 110:1 151:1 1610:1 8304:1
had 103:1 108:1 152:1 1608:1 7322:1 8305:1
high 104:1 109:1 150:1 1609:1 2903:1 7320:1
levels 102:1 125:1 151:1 161:1 2901:1 7321:1
of 103:1 123:1 152:1 159:1 2902:1 8345:1
domoic 26:1 124:1 150:1 160:1 8343:1 8348:1
acid 24:1 125:1 151:1 236:1 8344:1 8346:1
in 25:1 68:1 123:1 173:1 234:1 8347:1
the 26:1 66:1 124:1 171:1 235:1 14435:1
urine 24:1 44:1 67:1 172:1 14433:1
, 25:1 26:1 42:1 14434:1 18230:1
stomach 10:1 24:1 43:1 104:1 18228:1
contents 2:1 25:1 44:1 102:1 18229:1
, 9:1 42:1 103:1 134:1 197:1
or 10:1 43:1 132:1 152:1 195:1
amniotic 2:1 10:1 26:1 133:1 150:1 196:1
fluid 2:1 9:1 24:1 44:1 151:1
, 9:1 25:1 42:1 131:1 134:1
and 43:1 68:1 129:1 132:1 2909:1
some 66:1 130:1 133:1 668:1 671:1 2907:1
have 67:1 140:1 296:1 666:1 669:1 2908:1
been 138:1 140:1 294:1 667:1 670:1 2486:1
observed 10:1 74:1 138:1 139:1 295:1 2484:1
seizuring 2:1 62:1 72:1 139:1 2485:1
. 4:1 8:1 9:1 60:1 73:1
However 3:1 7:1 11:1 44:1 570:1 5997:1
, 42:1 571:1 848:1 896:1 5998:1
we 43:1 668:1 671:1 846:1 894:1
have 140:1 666:1 669:1 847:1 895:1 2216:1
found 68:1 138:1 667:1 670:1 2214:1 2909:1
some 10:1 66:1 139:1 152:1 2215:1 2907:1
nonspecific 2:1 26:1 67:1 150:1 2908:1 7298:1
inflammation 9:1 24:1 125:1 151:1 236:1 7296:1
in 25:1 68:1 123:1 234:1 287:1 7297:1
a 66:1 124:1 152:1 235:1 285:1 8492:1
few 67:1 125:1 150:1 161:1 286:1 8490:1
of 68:1 123:1 151:1 159:1 323:1 8491:1
these 10:1 66:1 104:1 124:1 160:1 321:1
brains 2:1 44:1 67:1 102:1 322:1
, 9:1 42:1 103:1 821:1 824:1
which 43:1 819:1 822:1 1010:1 1439:1
may 611:1 668:1 820:1 823:1 1008:1 1437:1
have 140:1 609:1 666:1 1009:1 1025:1 1438:1
caused 68:1 138:1 173:1 610:1 667:1 1023:1
the 66:1 104:1 139:1 171:1 1024:1 15098:1
seizures 44:1 67:1 102:1 172:1 15096:1
, 42:1 103:1 131:1 134:1 15097:1
and 43:1 68:1 129:1 132:1 173:1
the 66:1 130:1 133:1 152:1 171:1 22994:1
mere 26:1 67:1 150:1 172:1 5270:1 22992:1
presence 24:1 125:1 151:1 161:1 5268:1 22993:1
of 25:1 68:1 123:1 159:1 287:1 5269:1
a 26:1 66:1 124:1 160:1 285:1 9911:1
toxin 24:1 67:1 83:1 286:1 3008:1 9909:1
does 25:1 81:1 572:1 1097:1 3006:1 9910:1
not 82:1 570:1 572:1 1095:1 3007:1 13562:1
necessarily 570:1 571:1 611:1 1096:1 13560:1 13565:1
mean 571:1 609:1 848:1 863:1 13561:1 13563:1
it 83:1 479:1 610:1 846:1 861:1 13564:1
is 74:1 81:1 477:1 847:1 862:1 2144:1
causing 26:1 72:1 82:1 478:1 743:1 2142:1
disease 24:1 62:1 73:1 741:1 2143:1
. 4:1 8:1 25:1 60:1 742:1
Without 2:1 3:1 7:1 11:1 68:1 123:1 173:1
the 9:1 66:1 124:1 152:1 171:1 18761:1
classic 10:1 67:1 150:1 152:1 172:1 18759:1
demonstrable 2:1 26:1 150:1 151:1 5324:1 18760:1
brain 9:1 10:1 24:1 26:1 151:1 5322:1
lesion 2:1 24:1 25:1 44:1 5323:1
, 9:1 25:1 42:1 848:1 896:1
we 43:1 668:1 671:1 846:1 894:1
have 572:1 666:1 669:1 847:1 895:1 1328:1
so 570:1 572:1 667:1 670:1 1326:1 1331:1
far 140:1 296:1 570:1 571:1 1327:1 1329:1
been 138:1 152:1 294:1 571:1 1001:1 1330:1
unable 113:1 116:1 139:1 150:1 295:1 999:1
to 111:1 114:1 151:1 611:1 1000:1 4406:1
support 68:1 112:1 115:1 173:1 609:1 4404:1
the 66:1 152:1 171:1 610:1 4405:1 11273:1
presumptive 26:1 67:1 150:1 172:1 2300:1 11271:1
diagnosis 24:1 62:1 151:1 2298:1 11272:1
. 4:1 8:1 25:1 60:1 2299:1
-LSB- 3:1 7:1 17:1 87:1 501:1 677:1
ProMED-mail 11:1 15:1 83:1 88:1 479:1 502:1 675:1
is 10:1 16:1 81:1 152:1 477:1 676:1
grateful 2:1 82:1 125:1 150:1 478:1 533:1
for 9:1 68:1 123:1 151:1 173:1 531:1
the 26:1 66:1 124:1 171:1 532:1 8126:1
follow-up 24:1 62:1 67:1 172:1 8124:1 13472:1
! 4:1 8:1 25:1 60:1 8125:1 13470:1
Accurate 2:1 3:1 7:1 11:1 150:1 152:1 21746:1
histopathological 9:1 26:1 150:1 151:1 2300:1 21744:1
diagnosis 24:1 83:1 151:1 479:1 2298:1 21745:1
is 25:1 81:1 152:1 477:1 2299:1 2933:1
important 44:1 82:1 150:1 478:1 2931:1
, 42:1 134:1 151:1 2072:1 2932:1
but 43:1 132:1 848:1 863:1 2070:1
it 10:1 83:1 133:1 846:1 861:1 2071:1
starts 2:1 81:1 125:1 398:1 847:1 862:1
with 9:1 68:1 82:1 123:1 287:1 396:1
a 10:1 66:1 124:1 285:1 397:1 572:1
properly 2:1 67:1 140:1 286:1 570:1 2336:1
prepared 9:1 10:1 26:1 138:1 571:1 2334:1
specimen 2:1 24:1 62:1 139:1 2335:1
. 4:1 8:1 9:1 25:1 60:1
This 3:1 7:1 11:1 66:1 83:1 479:1 2139:1
is 67:1 68:1 81:1 477:1 1022:1 2140:1
an 66:1 82:1 152:1 478:1 1020:1 8363:1
excellent 26:1 67:1 150:1 1021:1 7232:1 8361:1
reminder 24:1 125:1 151:1 161:1 7230:1 8362:1
of 25:1 68:1 123:1 159:1 173:1 7231:1
the 66:1 124:1 152:1 160:1 171:1 2342:1
proper 26:1 67:1 150:1 172:1 1559:1 2340:1
method 24:1 125:1 151:1 161:1 1557:1 2341:1
of 10:1 25:1 26:1 123:1 159:1 1558:1
specimen 2:1 10:1 24:1 26:1 124:1 160:1
submission 2:1 9:1 24:1 25:1 125:1 236:1
in 9:1 25:1 104:1 123:1 191:1 234:1
cases 102:1 124:1 125:1 161:1 189:1 235:1
of 103:1 123:1 140:1 159:1 190:1 731:1
suspected 124:1 138:1 152:1 160:1 729:1 8345:1
domoic 26:1 139:1 150:1 730:1 8343:1 8348:1
acid 10:1 24:1 26:1 151:1 8344:1 8346:1
toxicosis 2:1 24:1 25:1 62:1 8347:1
. 4:1 8:1 9:1 25:1 60:1
