central 10:1 17:1 150:1 151:1 2751:1 13366:1
Missouri 2:1 11:1 15:1 44:1 151:1 2752:1
, 9:1 16:1 42:1 50:1 3512:1
20 26:1 43:1 48:1 332:1 3510:1
% 10:1 24:1 49:1 104:1 330:1 3511:1
severities 2:1 25:1 102:1 110:1 203:1 331:1
were 9:1 103:1 108:1 140:1 201:1 2486:1
observed 109:1 125:1 138:1 202:1 770:1 2484:1
on 123:1 139:1 152:1 768:1 2485:1 8579:1
susceptible 10:1 104:1 124:1 150:1 769:1 8577:1
cultivars 2:1 102:1 125:1 151:1 485:1 8578:1
at 9:1 68:1 103:1 123:1 173:1 483:1
the 66:1 124:1 152:1 171:1 484:1 1523:1
early 10:1 26:1 67:1 150:1 172:1 1521:1
berry 2:1 24:1 26:1 151:1 1522:1 20312:1
stage 9:1 24:1 25:1 62:1 20310:1
. 4:1 8:1 25:1 60:1 20311:1
In 3:1 7:1 11:1 123:1 152:1 1182:1 3059:1
late 17:1 124:1 150:1 1183:1 2261:1 3057:1
May 11:1 15:1 125:1 151:1 236:1 2259:1 3058:1
in 16:1 123:1 152:1 234:1 2260:1 3302:1
south 124:1 150:1 152:1 235:1 2753:1 3300:1
central 17:1 150:1 151:1 2751:1 3301:1 16688:1
Kansas 11:1 15:1 26:1 151:1 2752:1 5624:1 16686:1
spring 10:1 16:1 24:1 26:1 5622:1 16687:1
wheat 2:1 10:1 24:1 25:1 104:1 5623:1
plots 2:1 9:1 25:1 89:1 102:1
-LRB- 9:1 87:1 103:1 1772:1 12221:1
i.e. 44:1 88:1 1770:1 12219:1
, 10:1 42:1 50:1 1771:1 12220:1
2375 2:1 43:1 48:1 95:1
-RRB- 9:1 44:1 49:1 93:1
, 26:1 42:1 94:1 10925:1
trace 24:1 43:1 113:1 116:1 10923:1
to 25:1 50:1 111:1 114:1 3512:1 10924:1
20 26:1 48:1 112:1 115:1 332:1 3510:1
% 10:1 24:1 49:1 104:1 330:1 3511:1
severities 2:1 25:1 102:1 110:1 203:1 331:1
were 9:1 103:1 108:1 140:1 201:1 2486:1
observed 109:1 125:1 138:1 202:1 485:1 2484:1
at 68:1 123:1 139:1 173:1 483:1 2485:1
the 10:1 50:1 66:1 124:1 171:1 484:1
1/4 2:1 10:1 26:1 48:1 67:1 172:1
berry 2:1 9:1 24:1 26:1 49:1 20312:1
stage 9:1 24:1 25:1 62:1 20310:1
. 4:1 8:1 25:1 60:1 20311:1
During 3:1 7:1 11:1 17:1 123:1 168:1 7421:1
April 11:1 15:1 124:1 131:1 134:1 169:1 7419:1
and 16:1 129:1 132:1 152:1 1523:1 7420:1
early 17:1 130:1 133:1 150:1 1521:1 2261:1
May 11:1 15:1 44:1 151:1 1522:1 2259:1
, 16:1 26:1 42:1 2260:1 12593:1
leaf 24:1 26:1 43:1 12591:1 20270:1
rust 24:1 25:1 26:1 8606:1 12592:1 20268:1
development 24:1 25:1 110:1 275:1 8604:1 20269:1
was 10:1 25:1 108:1 140:1 273:1 8605:1
slowed 2:1 109:1 125:1 138:1 274:1 1163:1
throughout 9:1 68:1 123:1 139:1 173:1 1161:1
the 66:1 124:1 152:1 171:1 1162:1 2753:1
central 67:1 150:1 152:1 172:1 2751:1 13370:1
Great 10:1 11:1 104:1 150:1 151:1 2752:1 13368:1
Plains 2:1 11:1 102:1 125:1 151:1 3122:1 13369:1
because 9:1 103:1 123:1 125:1 161:1 3120:1
of 26:1 123:1 124:1 159:1 3121:1 17348:1
moisture 24:1 26:1 124:1 160:1 17346:1 18101:1
shortage 24:1 25:1 44:1 17347:1 18099:1
, 25:1 42:1 134:1 2072:1 18100:1
but 43:1 125:1 132:1 398:1 2070:1
with 68:1 123:1 133:1 173:1 396:1 2071:1
the 26:1 66:1 124:1 171:1 397:1 5111:1
return 24:1 67:1 125:1 161:1 172:1 5109:1
of 25:1 26:1 123:1 159:1 5110:1 17348:1
moisture 24:1 124:1 125:1 160:1 236:1 17346:1
in 25:1 68:1 123:1 173:1 234:1 17347:1
the 26:1 66:1 124:1 171:1 235:1 2468:1
form 24:1 67:1 125:1 161:1 172:1 2466:1
of 10:1 25:1 26:1 123:1 159:1 2467:1
rain 2:1 24:1 124:1 131:1 134:1 160:1
and 9:1 10:1 25:1 26:1 129:1 132:1
dew 2:1 24:1 125:1 130:1 133:1 236:1
in 9:1 10:1 17:1 25:1 123:1 234:1
mid-May 2:1 15:1 68:1 124:1 173:1 235:1
the 9:1 16:1 26:1 66:1 171:1 12593:1
leaf 24:1 26:1 67:1 172:1 12591:1 20270:1
rust 24:1 25:1 26:1 7463:1 12592:1 20268:1
increase 24:1 25:1 26:1 5132:1 7461:1 20269:1
process 24:1 25:1 110:1 275:1 5130:1 7462:1
was 10:1 25:1 108:1 140:1 273:1 5131:1
rejuvenated 2:1 62:1 109:1 138:1 274:1
. 4:1 8:1 9:1 60:1 139:1
However 3:1 7:1 11:1 44:1 570:1 5997:1
, 42:1 125:1 571:1 1196:1 5998:1
during 43:1 68:1 123:1 173:1 1194:1
the 66:1 124:1 152:1 171:1 1085:1 1195:1
last 10:1 26:1 67:1 150:1 172:1 1083:1
couple 2:1 24:1 125:1 151:1 161:1 1084:1
of 9:1 25:1 104:1 123:1 159:1 1358:1
days 102:1 124:1 125:1 160:1 236:1 1356:1
in 17:1 103:1 123:1 234:1 1357:1 2261:1
May 11:1 15:1 44:1 124:1 235:1 2259:1
, 16:1 42:1 68:1 173:1 2260:1
the 43:1 66:1 152:1 171:1 1619:1
hot 10:1 67:1 150:1 152:1 172:1 1617:1
windy 2:1 104:1 150:1 151:1 1618:1 1955:1
conditions 9:1 102:1 110:1 151:1 1109:1 1953:1
made 103:1 104:1 108:1 1107:1 1954:1 1955:1
conditions 102:1 109:1 491:1 1108:1 1953:1 4733:1
less 103:1 125:1 489:1 1954:1 2477:1 4731:1
than 26:1 123:1 490:1 2475:1 4732:1 10289:1
ideal 24:1 124:1 125:1 533:1 2476:1 10287:1
for 25:1 26:1 123:1 531:1 10288:1 20270:1
rust 24:1 26:1 124:1 532:1 8606:1 20268:1
development 24:1 25:1 62:1 8604:1 20269:1
. 4:1 8:1 25:1 60:1 8605:1
During 3:1 7:1 11:1 123:1 152:1 168:1 3059:1
late 17:1 124:1 150:1 169:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 104:1 2260:1 13757:1
traces 43:1 102:1 125:1 161:1 13755:1
of 26:1 103:1 123:1 159:1 12593:1 13756:1
leaf 24:1 26:1 124:1 160:1 12591:1 20270:1
rust 24:1 25:1 110:1 203:1 12592:1 20268:1
were 25:1 108:1 140:1 201:1 2216:1 20269:1
found 109:1 125:1 138:1 202:1 236:1 2214:1
in 10:1 123:1 139:1 152:1 234:1 2215:1
southeastern 2:1 17:1 124:1 150:1 235:1 9458:1
Nebraska 9:1 11:1 15:1 26:1 151:1 737:1 9456:1
winter 10:1 16:1 24:1 26:1 735:1 9457:1
wheat 2:1 10:1 24:1 25:1 104:1 736:1
plots 2:1 9:1 25:1 102:1 131:1 134:1
and 9:1 103:1 104:1 129:1 132:1 15467:1
fields 62:1 102:1 130:1 133:1 15465:1
. 4:1 8:1 60:1 103:1 15466:1
On 3:1 7:1 11:1 17:1 123:1 504:1 2261:1
May 11:1 15:1 50:1 124:1 505:1 2259:1 6473:1
30 16:1 44:1 48:1 2260:1 6471:1
, 42:1 49:1 104:1 6472:1 13757:1
traces 43:1 102:1 125:1 161:1 13755:1
of 26:1 103:1 123:1 159:1 12593:1 13756:1
leaf 24:1 26:1 124:1 160:1 12591:1 20270:1
rust 24:1 25:1 110:1 203:1 12592:1 20268:1
were 25:1 108:1 140:1 201:1 2486:1 20269:1
observed 109:1 125:1 138:1 202:1 770:1 2484:1
on 68:1 123:1 139:1 173:1 768:1 2485:1
the 66:1 104:1 124:1 171:1 769:1 9332:1
leaves 67:1 102:1 125:1 161:1 172:1 9330:1
of 26:1 103:1 123:1 159:1 737:1 9331:1
winter 10:1 24:1 26:1 124:1 160:1 735:1
wheat 2:1 10:1 24:1 25:1 104:1 736:1
cultivars 2:1 9:1 25:1 102:1 125:1 236:1
in 9:1 103:1 123:1 152:1 234:1 8873:1
east 124:1 150:1 152:1 235:1 2753:1 8871:1
central 150:1 151:1 152:1 434:1 2751:1 8872:1
North 10:1 11:1 17:1 150:1 151:1 432:1 2752:1
Dakota 2:1 10:1 11:1 15:1 104:1 151:1 433:1
plots 2:1 9:1 16:1 62:1 102:1
. 4:1 8:1 9:1 60:1 103:1
The 3:1 7:1 11:1 26:1 63:1 66:1 20270:1
rust 24:1 26:1 64:1 67:1 8606:1 20268:1
development 24:1 25:1 125:1 236:1 8604:1 20269:1
in 25:1 68:1 123:1 173:1 234:1 8605:1
the 17:1 66:1 124:1 171:1 235:1 434:1
North 10:1 11:1 15:1 17:1 67:1 172:1 432:1
Dakota 2:1 10:1 11:1 15:1 16:1 104:1 433:1
plots 2:1 9:1 16:1 102:1 572:1 1223:1
probably 9:1 103:1 110:1 570:1 1221:1 13604:1
originated 108:1 125:1 206:1 571:1 1222:1 13602:1
from 26:1 109:1 123:1 204:1 13603:1 20270:1
rust 24:1 104:1 124:1 205:1 20268:1 21197:1
spores 25:1 102:1 515:1 824:1 20269:1 21195:1
that 103:1 110:1 203:1 513:1 822:1 21196:1
were 10:1 108:1 140:1 201:1 514:1 823:1
deposited 2:1 109:1 125:1 138:1 202:1 398:1
with 9:1 10:1 26:1 123:1 139:1 396:1
rain 2:1 10:1 24:1 50:1 124:1 397:1
12-16 2:1 9:1 25:1 48:1 104:1 1358:1
days 9:1 49:1 102:1 572:1 1356:1 11336:1
ago 62:1 103:1 570:1 1357:1 11334:1
. 4:1 8:1 60:1 571:1 11335:1
The 3:1 7:1 10:1 11:1 26:1 63:1 66:1
timing 2:1 24:1 64:1 67:1 125:1 161:1
of 9:1 25:1 68:1 123:1 159:1 650:1
this 26:1 66:1 124:1 160:1 648:1 20270:1
rust 24:1 26:1 67:1 649:1 8606:1 20268:1
development 24:1 25:1 83:1 479:1 8604:1 20269:1
is 25:1 68:1 81:1 173:1 477:1 8605:1
the 66:1 82:1 152:1 171:1 227:1 478:1
same 67:1 125:1 150:1 158:1 172:1 225:1
as 123:1 151:1 152:1 156:1 226:1 1085:1
last 26:1 124:1 150:1 157:1 1083:1 1166:1
year 24:1 151:1 1043:1 1046:1 1084:1 1164:1
when 25:1 26:1 1041:1 1044:1 1165:1 12593:1
leaf 24:1 26:1 1042:1 1045:1 12591:1 20270:1
rust 24:1 25:1 110:1 8420:1 12592:1 20268:1
became 25:1 108:1 1058:1 1061:1 8418:1 20269:1
more 109:1 152:1 1056:1 1059:1 8419:1 9689:1
widespread 125:1 150:1 236:1 1057:1 1060:1 9687:1
in 68:1 123:1 151:1 173:1 234:1 9688:1
the 66:1 124:1 152:1 171:1 235:1 4436:1
upper 10:1 26:1 67:1 150:1 172:1 4434:1
Midwest 2:1 11:1 24:1 125:1 151:1 2477:1 4435:1
than 9:1 25:1 123:1 125:1 236:1 2475:1
in 68:1 123:1 124:1 173:1 234:1 2476:1
the 66:1 124:1 152:1 171:1 235:1 5720:1
past 50:1 67:1 150:1 172:1 3512:1 5718:1
20 48:1 104:1 151:1 350:1 3510:1 5719:1
years 49:1 62:1 102:1 348:1 3511:1
. 4:1 8:1 60:1 103:1 349:1
During 3:1 7:1 11:1 123:1 152:1 168:1 3059:1
late 17:1 124:1 150:1 169:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 125:1 236:1 2260:1
in 43:1 123:1 152:1 234:1 2753:1
central 17:1 124:1 150:1 235:1 422:1 2751:1
Indiana 11:1 15:1 44:1 151:1 420:1 2752:1
, 16:1 26:1 42:1 421:1 12593:1
leaf 24:1 26:1 43:1 12591:1 20270:1
rust 24:1 25:1 110:1 275:1 12592:1 20268:1
was 25:1 74:1 108:1 273:1 9575:1 20269:1
increasing 72:1 109:1 125:1 274:1 770:1 9573:1
on 68:1 73:1 123:1 173:1 768:1 9574:1
the 66:1 124:1 152:1 171:1 769:1 4436:1
upper 67:1 104:1 150:1 172:1 4434:1 9332:1
leaves 102:1 125:1 151:1 161:1 4435:1 9330:1
of 68:1 103:1 123:1 159:1 173:1 9331:1
the 66:1 124:1 152:1 160:1 171:1 227:1
same 67:1 104:1 150:1 172:1 225:1 2000:1
plants 102:1 151:1 226:1 1046:1 1998:1 3371:1
where 17:1 103:1 1044:1 1268:1 1999:1 3369:1
_ 10:1 15:1 17:1 1045:1 1266:1 3370:1
Septoria 2:1 11:1 15:1 16:1 17:1 1267:1 1268:1
_ 9:1 15:1 16:1 110:1 1266:1 1610:1
had 16:1 108:1 140:1 1267:1 1608:1 4748:1
destroyed 68:1 109:1 138:1 173:1 1609:1 4746:1
the 66:1 139:1 171:1 491:1 3455:1 4747:1
lower 67:1 104:1 172:1 489:1 3453:1 9332:1
leaves 62:1 102:1 490:1 3454:1 9330:1
. 4:1 8:1 60:1 103:1 9331:1
By 3:1 7:1 11:1 123:1 152:1 795:1 3059:1
late 17:1 124:1 150:1 796:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 50:1 1892:1 2260:1
5 43:1 48:1 113:1 116:1 1890:1
to 49:1 50:1 111:1 114:1 1891:1 5351:1
80 26:1 48:1 112:1 115:1 332:1 5349:1
% 24:1 26:1 49:1 330:1 5350:1 12593:1
leaf 24:1 25:1 26:1 331:1 12591:1 20270:1
rust 10:1 24:1 25:1 104:1 12592:1 20268:1
severities 2:1 25:1 102:1 110:1 203:1 20269:1
were 9:1 103:1 107:1 108:1 140:1 201:1
reported 105:1 109:1 125:1 138:1 202:1 770:1
on 10:1 26:1 106:1 123:1 139:1 768:1
wheat 2:1 24:1 124:1 125:1 236:1 769:1
in 9:1 25:1 104:1 123:1 234:1 9737:1
nurseries 102:1 124:1 125:1 235:1 236:1 9735:1
in 103:1 123:1 152:1 234:1 8699:1 9736:1
eastern 17:1 124:1 150:1 235:1 443:1 8697:1
Virginia 11:1 15:1 62:1 151:1 441:1 8698:1
. 4:1 8:1 16:1 60:1 442:1
