samples 25:1 102:1 671:1 1052:1 1596:1 5359:1
are 103:1 140:1 669:1 1050:1 1597:1 4784:1
sent 131:1 134:1 138:1 670:1 1051:1 4782:1
and 129:1 132:1 139:1 140:1 4622:1 4783:1
tested 130:1 133:1 138:1 572:1 4620:1 8069:1
daily 62:1 139:1 570:1 4621:1 8067:1
. 4:1 8:1 60:1 571:1 8068:1
So 3:1 7:1 11:1 570:1 572:1 1331:1 5274:1
far 44:1 570:1 571:1 1329:1 5275:1
, 42:1 68:1 413:1 571:1 1330:1
all 43:1 66:1 125:1 161:1 411:1
of 67:1 123:1 159:1 412:1 848:1 1403:1
them 124:1 160:1 668:1 671:1 846:1 1401:1
have 140:1 296:1 666:1 669:1 847:1 1402:1
been 138:1 140:1 294:1 667:1 670:1 2216:1
found 138:1 139:1 152:1 295:1 2214:1 14738:1
negative 131:1 134:1 139:1 150:1 2215:1 14736:1
and 68:1 129:1 132:1 151:1 173:1 14737:1
the 66:1 130:1 133:1 152:1 171:1 5711:1
current 26:1 67:1 150:1 172:1 4310:1 5709:1
finding 24:1 83:1 151:1 479:1 4308:1 5710:1
is 25:1 81:1 477:1 572:1 1097:1 4309:1
not 10:1 82:1 152:1 478:1 570:1 1095:1
indicative 2:1 125:1 150:1 533:1 571:1 1096:1
for 9:1 123:1 151:1 152:1 531:1 5726:1
future 10:1 104:1 124:1 150:1 532:1 5724:1
developments 2:1 62:1 102:1 151:1 5725:1
. 4:1 8:1 9:1 60:1 103:1
He 3:1 7:1 11:1 110:1 846:1 890:1 1479:1
said 108:1 125:1 515:1 847:1 888:1 1480:1
that 26:1 98:1 109:1 123:1 513:1 889:1
surveillance 24:1 83:1 96:1 124:1 479:1 514:1
is 25:1 74:1 81:1 97:1 477:1 1367:1
being 72:1 82:1 140:1 478:1 1365:1 3227:1
carried 73:1 138:1 1366:1 2393:1 2396:1 3225:1
out 125:1 139:1 236:1 2391:1 2394:1 3226:1
in 104:1 123:1 234:1 410:1 2392:1 2395:1
animals 102:1 124:1 131:1 134:1 235:1 408:1
and 10:1 103:1 104:1 129:1 132:1 409:1
arthropods 2:1 44:1 102:1 130:1 133:1
, 9:1 42:1 103:1 572:1 1328:1
so 43:1 570:1 572:1 1326:1 1331:1
far 125:1 570:1 571:1 1327:1 1329:1 15107:1
without 26:1 123:1 571:1 1330:1 11231:1 15105:1
detection 24:1 124:1 125:1 161:1 11229:1 15106:1
of 14:1 17:1 25:1 123:1 159:1 11230:1
West 11:1 12:1 15:1 17:1 20:1 124:1 160:1
Nile 11:1 13:1 15:1 16:1 18:1 26:1 86:1
virus 16:1 19:1 24:1 26:1 84:1 476:1
activity 24:1 25:1 62:1 85:1 474:1
. 25:1 60:1 475:1 875:1
'' 4:1 8:1 61:1 873:1
Arnon 2:1 3:1 7:1 10:1 11:1 15:1 17:1
Shimshony 2:1 9:1 11:1 15:1 16:1 83:1 21644:1
writes 9:1 16:1 32:1 81:1 21642:1
: 30:1 82:1 848:1 2972:1 21643:1
I 11:1 31:1 668:1 671:1 846:1 2970:1
have 137:1 140:1 666:1 669:1 847:1 2971:1
verified 68:1 135:1 138:1 173:1 667:1 670:1
the 66:1 89:1 136:1 139:1 171:1 503:1
-LSB- 26:1 67:1 87:1 172:1 501:1 14831:1
accuracy 24:1 88:1 125:1 161:1 502:1 14829:1
of 25:1 68:1 123:1 159:1 173:1 14830:1
the 26:1 66:1 124:1 160:1 171:1 11120:1
press 24:1 26:1 67:1 77:1 172:1 11118:1
report 24:1 25:1 75:1 95:1 641:1 11119:1
-RSB- 25:1 76:1 93:1 125:1 398:1 639:1
with 68:1 94:1 123:1 173:1 396:1 640:1
the 17:1 66:1 124:1 171:1 397:1 1589:1
Department 11:1 15:1 67:1 125:1 161:1 172:1 1587:1
of 16:1 17:1 123:1 159:1 1588:1 11327:1
Epidemiology 11:1 15:1 124:1 125:1 160:1 485:1 11325:1
at 16:1 68:1 123:1 173:1 483:1 11326:1
the 17:1 66:1 124:1 171:1 484:1 16139:1
Israeli 11:1 15:1 17:1 67:1 172:1 2525:1 16137:1
Ministry 11:1 15:1 16:1 125:1 161:1 2523:1 16138:1
of 16:1 17:1 123:1 159:1 1310:1 2524:1
Health 11:1 15:1 62:1 124:1 160:1 1308:1
. 4:1 8:1 16:1 60:1 1309:1
The 3:1 7:1 11:1 26:1 63:1 66:1 3155:1
patient 24:1 64:1 67:1 89:1 3153:1
-LRB- 25:1 87:1 152:1 3154:1 6203:1
aged 50:1 88:1 150:1 3488:1 6201:1
51 44:1 48:1 151:1 3486:1 6202:1
, 42:1 49:1 125:1 206:1 3487:1
from 43:1 68:1 123:1 204:1 287:1
a 66:1 124:1 152:1 205:1 285:1 23360:1
rural 26:1 67:1 150:1 286:1 3332:1 23358:1
location 24:1 125:1 151:1 236:1 3330:1 23359:1
in 25:1 68:1 123:1 173:1 234:1 3331:1
the 10:1 17:1 66:1 124:1 171:1 235:1
Sharon 2:1 11:1 15:1 26:1 67:1 172:1 2054:1
region 9:1 16:1 24:1 95:1 2052:1
-RRB- 25:1 93:1 110:1 275:1 2053:1
was 94:1 108:1 140:1 273:1 2285:1
hospitalized 109:1 138:1 152:1 274:1 1085:1 2283:1
last 26:1 139:1 150:1 176:1 1083:1 2284:1
week 24:1 131:1 134:1 151:1 174:1 1084:1
and 25:1 129:1 132:1 140:1 175:1 18449:1
discharged 125:1 130:1 133:1 138:1 2015:1 18447:1
after 50:1 123:1 139:1 554:1 2013:1 18448:1
4 48:1 104:1 124:1 552:1 1358:1 2014:1
days 49:1 62:1 102:1 553:1 1356:1
. 4:1 8:1 60:1 103:1 1357:1
He 3:1 7:1 11:1 110:1 275:1 846:1 1479:1
was 108:1 140:1 273:1 847:1 1480:1 2216:1
found 109:1 113:1 116:1 138:1 274:1 2214:1
to 111:1 114:1 139:1 611:1 734:1 2215:1
be 10:1 112:1 115:1 152:1 609:1 732:1
IgM-positive 2:1 11:1 125:1 150:1 533:1 610:1 733:1
for 9:1 14:1 17:1 123:1 151:1 531:1
West 11:1 12:1 15:1 17:1 20:1 124:1 532:1
Nile 11:1 13:1 15:1 16:1 18:1 26:1 86:1
virus 16:1 19:1 24:1 62:1 84:1
. 4:1 8:1 25:1 60:1 85:1
Though 3:1 7:1 11:1 14:1 17:1 123:1 18645:1
West 11:1 12:1 15:1 17:1 20:1 124:1 18646:1
Nile 11:1 13:1 15:1 16:1 18:1 26:1 1541:1
fever 16:1 19:1 24:1 110:1 275:1 1539:1
was 25:1 108:1 273:1 572:1 1097:1 1540:1
not 109:1 140:1 274:1 570:1 731:1 1095:1
suspected 10:1 138:1 571:1 572:1 729:1 1096:1
clinically 2:1 44:1 139:1 570:1 730:1
, 9:1 42:1 152:1 571:1 7322:1
high 26:1 43:1 150:1 1541:1 7320:1
fever 24:1 110:1 151:1 1539:1 7321:1 12296:1
led 25:1 108:1 113:1 116:1 1540:1 12294:1
to 109:1 111:1 114:1 914:1 5006:1 12295:1
his 10:1 26:1 112:1 115:1 912:1 5004:1
inclusion 2:1 24:1 125:1 236:1 913:1 5005:1
in 9:1 25:1 68:1 123:1 173:1 234:1
the 14:1 17:1 66:1 124:1 171:1 235:1
West 11:1 12:1 15:1 17:1 20:1 67:1 172:1
Nile 11:1 13:1 15:1 16:1 18:1 26:1 86:1
virus 16:1 19:1 24:1 26:1 84:1 5306:1
testing 10:1 24:1 25:1 26:1 85:1 5304:1
scheme 2:1 24:1 25:1 62:1 5305:1
. 4:1 8:1 9:1 25:1 60:1
During 3:1 7:1 11:1 68:1 123:1 168:1 173:1
the 26:1 66:1 124:1 169:1 171:1 1166:1
year 24:1 50:1 67:1 172:1 1164:1 1742:1
2000 25:1 44:1 48:1 1165:1 1740:1
, 10:1 42:1 49:1 50:1 1741:1
417 2:1 43:1 48:1 152:1 629:1
clinical 9:1 49:1 104:1 150:1 191:1 627:1
cases 102:1 125:1 151:1 189:1 236:1 628:1
in 103:1 104:1 123:1 190:1 234:1 2183:1
humans 102:1 110:1 124:1 203:1 235:1 2181:1
were 103:1 108:1 140:1 201:1 1397:1 2182:1
diagnosed 109:1 125:1 138:1 202:1 236:1 1395:1
in 17:1 123:1 139:1 234:1 1396:1 16307:1
Israel 11:1 15:1 44:1 124:1 235:1 16305:1
, 16:1 42:1 125:1 161:1 16306:1
of 43:1 123:1 159:1 821:1 824:1
which 10:1 50:1 124:1 160:1 819:1 822:1
326 2:1 48:1 89:1 820:1 823:1
-LRB- 9:1 10:1 49:1 50:1 87:1
78.1 2:1 26:1 48:1 88:1 332:1
% 9:1 24:1 49:1 95:1 330:1
-RRB- 25:1 93:1 110:1 203:1 331:1
were 94:1 108:1 140:1 201:1 2285:1
hospitalized 109:1 131:1 134:1 138:1 202:1 2283:1
and 50:1 129:1 132:1 139:1 2284:1 17483:1
35 48:1 89:1 130:1 133:1 17481:1
-LRB- 49:1 50:1 87:1 17482:1 18035:1
8.4 26:1 48:1 88:1 332:1 18033:1
% 24:1 49:1 95:1 330:1 18034:1
-RRB- 25:1 93:1 110:1 331:1 386:1
died 32:1 94:1 108:1 338:1 384:1
; 30:1 68:1 109:1 336:1 385:1 413:1
all 31:1 66:1 134:1 337:1 411:1 2072:1
but 50:1 67:1 132:1 412:1 2070:1 2609:1
one 48:1 125:1 133:1 161:1 2071:1 2607:1
of 49:1 68:1 123:1 159:1 173:1 2608:1
the 10:1 66:1 124:1 152:1 160:1 171:1
latter 2:1 67:1 74:1 150:1 172:1 1367:1
being 9:1 72:1 151:1 491:1 1365:1 16616:1
older 73:1 125:1 489:1 1366:1 2477:1 16614:1
than 50:1 123:1 490:1 2475:1 16615:1 18290:1
68 48:1 62:1 124:1 2476:1 18288:1
. 4:1 8:1 49:1 60:1 18289:1
Vector 3:1 7:1 11:1 15:1 26:1 1994:1 13482:1
control 16:1 24:1 131:1 134:1 1992:1 13483:1
and 14:1 17:1 25:1 129:1 132:1 1993:1
West 11:1 12:1 15:1 17:1 20:1 130:1 133:1
Nile 11:1 13:1 15:1 16:1 18:1 26:1 86:1
virus 16:1 19:1 24:1 26:1 84:1 98:1
surveillance 24:1 25:1 85:1 96:1 104:1 16670:1
activities 25:1 97:1 102:1 671:1 1052:1 16668:1
are 10:1 103:1 140:1 669:1 1050:1 16669:1
coordinated 2:1 125:1 138:1 236:1 670:1 1051:1
in 9:1 17:1 123:1 139:1 234:1 16307:1
Israel 11:1 15:1 124:1 125:1 235:1 1088:1 16305:1
between 16:1 68:1 123:1 173:1 1086:1 16306:1
the 17:1 66:1 124:1 171:1 1087:1 2525:1
Ministry 11:1 15:1 67:1 125:1 161:1 172:1 2523:1
of 16:1 17:1 123:1 159:1 1310:1 2524:1
Health 11:1 15:1 44:1 124:1 160:1 1308:1
, 16:1 42:1 68:1 173:1 1309:1
the 17:1 43:1 66:1 171:1 2525:1
Ministry 11:1 15:1 67:1 125:1 161:1 172:1 2523:1
of 16:1 17:1 123:1 159:1 2524:1 7961:1
Agriculture 11:1 15:1 89:1 124:1 160:1 7959:1
-LRB- 16:1 87:1 152:1 3341:1 7960:1
Veterinary 11:1 41:1 88:1 150:1 1586:1 3339:1
Services 11:1 39:1 95:1 151:1 1584:1 3340:1
-RRB- 40:1 44:1 93:1 1585:1
, 42:1 94:1 131:1 134:1
and 43:1 68:1 129:1 132:1 173:1
the 17:1 66:1 130:1 133:1 171:1 2525:1
Ministry 11:1 15:1 67:1 125:1 161:1 172:1 2523:1
of 16:1 68:1 123:1 159:1 173:1 2524:1
the 26:1 66:1 124:1 160:1 171:1 22370:1
Environment 11:1 24:1 62:1 67:1 172:1 22368:1
. 4:1 8:1 25:1 60:1 22369:1
-LSB- 3:1 7:1 17:1 87:1 501:1 5747:1
Byline 11:1 15:1 32:1 88:1 502:1 5745:1
: 10:1 16:1 17:1 30:1 5746:1
Rivkah 2:1 10:1 11:1 15:1 17:1 31:1
Freilich 2:1 9:1 11:1 15:1 16:1 131:1 134:1
and 9:1 10:1 16:1 17:1 129:1 132:1
Yossi 2:1 10:1 11:1 15:1 17:1 130:1 133:1
Mizrachi 2:1 9:1 11:1 15:1 16:1 95:1 641:1
-RSB- 9:1 16:1 89:1 93:1 503:1 639:1
-LSB- 17:1 87:1 94:1 501:1 640:1 677:1
ProMED-mail 11:1 15:1 83:1 88:1 479:1 502:1 675:1
is 10:1 16:1 81:1 152:1 477:1 676:1
grateful 2:1 82:1 113:1 116:1 150:1 478:1
to 9:1 17:1 111:1 114:1 151:1 1724:1
Dr. 10:1 11:1 15:1 17:1 112:1 115:1 1722:1
Shimshony 2:1 11:1 15:1 16:1 125:1 533:1 1723:1
for 9:1 16:1 74:1 123:1 531:1 19394:1
providing 72:1 124:1 532:1 848:1 9836:1 19392:1
us 73:1 125:1 398:1 846:1 9834:1 19393:1
with 68:1 123:1 396:1 650:1 847:1 9835:1
this 26:1 66:1 124:1 397:1 470:1 648:1
information 24:1 62:1 67:1 468:1 649:1
. 4:1 8:1 25:1 60:1 469:1
DS 3:1 7:1 11:1 24:1 95:1 641:1 7221:1
-RSB- 25:1 32:1 93:1 639:1 689:1 7222:1
... 26:1 30:1 94:1 640:1 687:1 22862:1
jw/cp/pg 24:1 31:1 32:1 688:1 2642:1 22860:1
/ 25:1 30:1 152:1 2640:1 2645:1 22861:1
ds 4:1 8:1 31:1 150:1 2641:1 2643:1
