0 3:1 6:1 7:1 10:1 11:1 15:1 7392:1
0 1:1 2:1 16:1 50:1 251:1 7393:1
0 49:1 102:1 184:1 668:1 671:1 1047:1
0 103:1 140:1 296:1 666:1 669:1 1048:1
0 138:1 140:1 294:1 667:1 670:1 3101:1
0 113:1 116:1 138:1 139:1 295:1 3099:1
0 26:1 111:1 114:1 139:1 878:1 3100:1
0 24:1 112:1 115:1 125:1 398:1 876:1
0 25:1 123:1 152:1 396:1 877:1 1076:1
0 26:1 124:1 150:1 397:1 1074:1 13754:1
0 24:1 125:1 151:1 161:1 1075:1 13752:1
0 25:1 123:1 152:1 159:1 13753:1 16310:1
0 26:1 124:1 150:1 160:1 3248:1 16308:1
0 24:1 44:1 151:1 3246:1 16309:1
0 25:1 42:1 50:1 215:1 3247:1
0 43:1 48:1 149:1 152:1 213:1
0 49:1 104:1 147:1 150:1 214:1 812:1
0 102:1 148:1 151:1 668:1 671:1 810:1
0 103:1 140:1 386:1 666:1 669:1 811:1
0 62:1 138:1 384:1 667:1 670:1
0 4:1 8:1 60:1 139:1 385:1
0 3:1 7:1 11:1 26:1 123:1 1182:1 3839:1
0 24:1 44:1 124:1 1183:1 3837:1
0 25:1 42:1 104:1 3838:1 3854:1
0 43:1 89:1 102:1 3852:1
0 50:1 87:1 103:1 215:1 3853:1
0 48:1 88:1 95:1 213:1
0 49:1 93:1 125:1 214:1 398:1
0 94:1 123:1 152:1 396:1 3431:1
0 26:1 124:1 150:1 397:1 839:1 3429:1
0 24:1 125:1 151:1 398:1 837:1 3430:1
0 25:1 68:1 123:1 396:1 650:1 838:1
0 26:1 66:1 124:1 397:1 648:1 3245:1
0 24:1 67:1 649:1 668:1 671:1 3243:1
0 25:1 140:1 296:1 666:1 669:1 3244:1
0 138:1 140:1 294:1 667:1 670:1 3101:1
0 113:1 116:1 138:1 139:1 295:1 3099:1
0 26:1 111:1 114:1 139:1 878:1 3100:1
0 24:1 62:1 112:1 115:1 876:1
0 4:1 8:1 25:1 60:1 877:1
0 3:1 7:1 11:1 125:1 236:1 570:1 3459:1
0 17:1 123:1 234:1 571:1 3460:1 17630:1
0 11:1 15:1 44:1 124:1 235:1 17628:1
0 16:1 42:1 68:1 287:1 17629:1
0 43:1 66:1 152:1 285:1 2945:1
0 44:1 67:1 150:1 286:1 2943:1
0 42:1 151:1 152:1 2944:1 23243:1
0 26:1 43:1 150:1 866:1 23241:1
0 24:1 151:1 728:1 864:1 998:1 23242:1
0 25:1 110:1 726:1 865:1 996:1 1610:1
0 108:1 140:1 727:1 997:1 1608:1 20603:1
0 109:1 138:1 572:1 1115:1 1609:1 20601:1
0 113:1 116:1 139:1 570:1 1113:1 20602:1
0 17:1 111:1 114:1 571:1 1114:1 5687:1
0 11:1 15:1 17:1 112:1 115:1 5685:1 5690:1
0 11:1 15:1 16:1 83:1 293:1 5686:1 5688:1
0 16:1 81:1 291:1 572:1 1442:1 5689:1
0 82:1 140:1 292:1 296:1 570:1 1440:1
0 138:1 140:1 294:1 571:1 1441:1 3101:1
0 113:1 116:1 138:1 139:1 295:1 3099:1
0 26:1 111:1 114:1 139:1 878:1 3100:1
0 24:1 62:1 112:1 115:1 876:1
0 4:1 8:1 25:1 60:1 877:1
0 3:1 7:1 11:1 15:1 17:1 284:1 4041:1
0 11:1 15:1 16:1 32:1 282:1 4042:1
0 16:1 30:1 50:1 283:1 2609:1
0 26:1 31:1 48:1 1034:1 2607:1
0 24:1 49:1 83:1 293:1 1032:1 2608:1
0 25:1 81:1 140:1 291:1 296:1 1033:1
0 82:1 138:1 140:1 292:1 294:1 3101:1
0 113:1 116:1 138:1 139:1 295:1 3099:1
0 26:1 111:1 114:1 139:1 878:1 3100:1
0 24:1 112:1 115:1 125:1 398:1 876:1
0 25:1 26:1 123:1 396:1 877:1 4559:1
0 11:1 24:1 62:1 124:1 397:1 4557:1
0 4:1 8:1 25:1 60:1 4558:1
0 3:1 7:1 11:1 68:1 123:1 650:1 2490:1
0 26:1 66:1 124:1 648:1 2491:1 2498:1
0 24:1 44:1 67:1 649:1 2496:1
0 25:1 42:1 68:1 173:1 2497:1
0 26:1 43:1 66:1 171:1 3248:1
0 24:1 67:1 125:1 161:1 172:1 3246:1
0 25:1 26:1 123:1 159:1 3247:1 4559:1
0 11:1 24:1 83:1 124:1 160:1 4557:1 4763:1
0 25:1 81:1 152:1 4558:1 4761:1 16310:1
0 44:1 82:1 150:1 4762:1 16308:1
0 42:1 134:1 151:1 2072:1 16309:1
0 43:1 132:1 152:1 2070:1 7544:1
0 131:1 133:1 134:1 150:1 2071:1 7542:1
0 129:1 132:1 151:1 152:1 7543:1 11741:1
0 26:1 130:1 133:1 150:1 1349:1 11739:1
0 24:1 26:1 151:1 1347:1 5306:1 11740:1
0 24:1 25:1 131:1 134:1 1348:1 5304:1
0 25:1 26:1 129:1 132:1 2672:1 5305:1
0 24:1 83:1 130:1 133:1 479:1 2670:1
0 25:1 81:1 152:1 477:1 2671:1 7709:1
0 62:1 82:1 150:1 478:1 7707:1
0 4:1 8:1 60:1 151:1 7708:1
0 3:1 7:1 11:1 570:1 671:1 1052:1 18681:1
0 68:1 173:1 571:1 669:1 1050:1 18682:1
0 66:1 171:1 584:1 587:1 670:1 1051:1
0 67:1 152:1 172:1 582:1 585:1 590:1
0 10:1 104:1 150:1 583:1 586:1 588:1
0 2:1 32:1 102:1 151:1 589:1
0 9:1 30:1 103:1 104:1 14654:1
0 11:1 31:1 102:1 125:1 485:1 14652:1
0 17:1 103:1 123:1 483:1 1310:1 14653:1
0 11:1 15:1 17:1 124:1 484:1 1308:1 5684:1
0 11:1 15:1 16:1 758:1 761:1 1309:1 5682:1
0 16:1 17:1 756:1 759:1 5495:1 5683:1
0 10:1 11:1 15:1 17:1 757:1 760:1 5493:1
0 2:1 11:1 15:1 16:1 17:1 4292:1 5494:1
0 9:1 11:1 15:1 16:1 125:1 236:1 4290:1
0 10:1 16:1 17:1 123:1 234:1 4291:1
0 2:1 11:1 15:1 26:1 77:1 124:1 235:1
0 9:1 16:1 24:1 75:1 125:1 515:1
0 25:1 76:1 123:1 513:1 848:1 3566:1
0 124:1 514:1 668:1 671:1 846:1 3564:1
0 140:1 666:1 669:1 847:1 2216:1 3565:1
0 26:1 138:1 667:1 670:1 2129:1 2214:1
0 24:1 125:1 139:1 161:1 2127:1 2215:1
0 25:1 123:1 152:1 159:1 188:1 2128:1
0 10:1 26:1 124:1 150:1 160:1 186:1
0 2:1 24:1 89:1 151:1 187:1
0 9:1 10:1 25:1 26:1 87:1
0 2:1 24:1 88:1 95:1
0 9:1 25:1 93:1 125:1 236:1
0 94:1 104:1 123:1 234:1 16652:1
0 102:1 124:1 125:1 206:1 235:1 16650:1
0 50:1 103:1 123:1 204:1 251:1 16651:1
0 48:1 124:1 125:1 161:1 205:1 249:1
0 49:1 68:1 123:1 159:1 173:1 250:1
0 50:1 66:1 124:1 160:1 171:1 1316:1
0 48:1 67:1 104:1 172:1 191:1 1314:1
0 49:1 102:1 189:1 848:1 1315:1 3566:1
0 103:1 190:1 671:1 846:1 1052:1 3564:1
0 74:1 669:1 847:1 1050:1 3565:1 19709:1
0 62:1 72:1 670:1 1051:1 19707:1
0 4:1 8:1 60:1 73:1 19708:1
0 3:1 7:1 10:1 11:1 26:1 63:1 66:1
0 2:1 24:1 64:1 67:1 83:1 479:1
0 9:1 25:1 26:1 81:1 477:1 4958:1
0 24:1 82:1 125:1 161:1 478:1 4956:1
0 10:1 25:1 26:1 123:1 159:1 4957:1
0 2:1 24:1 26:1 124:1 160:1 3245:1
0 9:1 24:1 25:1 62:1 3243:1
0 4:1 8:1 25:1 60:1 3244:1
0 3:1 7:1 11:1 66:1 104:1 2601:1 10289:1
0 67:1 102:1 671:1 1052:1 2602:1 10287:1
0 103:1 152:1 669:1 1050:1 3338:1 10288:1
0 125:1 150:1 398:1 670:1 1051:1 3336:1
0 68:1 123:1 151:1 173:1 396:1 3337:1
0 66:1 104:1 124:1 171:1 397:1 1343:1
0 67:1 102:1 172:1 572:1 1341:1 3818:1
0 103:1 140:1 570:1 1342:1 3816:1 8315:1
0 125:1 138:1 143:1 571:1 3817:1 8313:1
0 104:1 123:1 139:1 141:1 4571:1 8314:1
0 102:1 124:1 125:1 142:1 236:1 4569:1
0 17:1 103:1 123:1 234:1 3296:1 4570:1
0 11:1 15:1 124:1 131:1 134:1 235:1 3294:1
0 16:1 17:1 129:1 132:1 3295:1 5687:1
0 11:1 15:1 17:1 130:1 133:1 5685:1 5690:1
0 11:1 15:1 16:1 62:1 5686:1 5688:1
0 4:1 8:1 16:1 60:1 5689:1
0 3:1 7:1 11:1 63:1 66:1 104:1 10289:1
0 64:1 67:1 102:1 125:1 161:1 10287:1
0 68:1 103:1 123:1 159:1 173:1 10288:1
0 17:1 66:1 124:1 160:1 171:1 5495:1
0 10:1 11:1 15:1 17:1 67:1 172:1 5493:1
0 2:1 11:1 15:1 16:1 17:1 4292:1 5494:1
0 9:1 11:1 15:1 16:1 671:1 1052:1 4290:1
0 16:1 152:1 669:1 1050:1 2828:1 4291:1
0 125:1 150:1 236:1 670:1 1051:1 2826:1
0 123:1 125:1 151:1 234:1 515:1 2827:1
0 68:1 123:1 124:1 235:1 287:1 513:1
0 66:1 124:1 152:1 285:1 514:1 8516:1
0 10:1 26:1 67:1 150:1 286:1 8514:1
0 2:1 24:1 83:1 151:1 293:1 8515:1
0 9:1 25:1 81:1 140:1 291:1 296:1
0 82:1 138:1 140:1 292:1 294:1 2216:1
0 125:1 138:1 139:1 236:1 295:1 2214:1
0 68:1 123:1 139:1 234:1 287:1 2215:1
0 26:1 66:1 124:1 235:1 285:1 7244:1
0 24:1 67:1 125:1 161:1 286:1 7242:1
0 25:1 104:1 123:1 159:1 191:1 7243:1
0 102:1 124:1 125:1 160:1 189:1 236:1
0 17:1 103:1 123:1 190:1 234:1 5684:1
0 11:1 15:1 62:1 124:1 235:1 5682:1
0 4:1 8:1 16:1 60:1 5683:1
0 3:1 7:1 11:1 66:1 83:1 479:1 2139:1
0 67:1 68:1 81:1 287:1 477:1 2140:1
0 66:1 82:1 152:1 285:1 478:1 12389:1
0 10:1 26:1 67:1 150:1 286:1 12387:1
0 2:1 24:1 125:1 151:1 236:1 12388:1
0 9:1 25:1 68:1 123:1 173:1 234:1
0 26:1 66:1 124:1 171:1 235:1 1340:1
0 24:1 62:1 67:1 172:1 1338:1
0 4:1 8:1 25:1 60:1 1339:1
0 3:1 7:1 11:1 102:1 1010:1 1355:1 14652:1
0 103:1 611:1 1008:1 1353:1 13259:1 14653:1
0 609:1 914:1 977:1 1009:1 1354:1 13257:1
0 26:1 610:1 912:1 975:1 12575:1 13258:1
0 24:1 113:1 116:1 913:1 976:1 12573:1
0 25:1 111:1 114:1 611:1 12574:1 23528:1
0 112:1 113:1 115:1 116:1 609:1 23526:1
0 10:1 111:1 114:1 610:1 611:1 23527:1
0 2:1 68:1 112:1 115:1 173:1 609:1
0 9:1 66:1 104:1 171:1 610:1 10289:1
0 67:1 102:1 131:1 134:1 172:1 10287:1
0 103:1 113:1 116:1 129:1 132:1 10288:1
0 111:1 114:1 130:1 133:1 611:1 8804:1
0 112:1 115:1 125:1 609:1 974:1 8802:1
0 123:1 610:1 972:1 1361:1 1364:1 8803:1
0 124:1 671:1 973:1 1052:1 1359:1 1362:1
0 149:1 152:1 669:1 1050:1 1360:1 1363:1
0 104:1 147:1 150:1 670:1 1051:1 1232:1
0 102:1 140:1 148:1 151:1 1230:1 4706:1
0 103:1 125:1 138:1 515:1 1231:1 4704:1
0 123:1 139:1 513:1 671:1 1052:1 4705:1
0 10:1 74:1 124:1 514:1 669:1 1050:1
0 2:1 68:1 72:1 173:1 670:1 1051:1
0 9:1 26:1 66:1 73:1 171:1 10772:1
0 24:1 67:1 125:1 161:1 172:1 10770:1
0 25:1 68:1 123:1 159:1 650:1 10771:1
0 26:1 66:1 124:1 160:1 648:1 722:1
0 24:1 62:1 67:1 649:1 720:1
0 4:1 8:1 25:1 60:1 721:1
0 2:1 3:1 7:1 11:1 15:1 1010:1 1082:1
0 9:1 16:1 611:1 734:1 1008:1 1080:1
0 152:1 609:1 732:1 1009:1 1081:1 3191:1
0 125:1 150:1 533:1 610:1 733:1 3189:1
0 10:1 104:1 123:1 151:1 531:1 3190:1
0 2:1 44:1 102:1 124:1 532:1
0 9:1 42:1 103:1 104:1 14828:1
0 43:1 44:1 102:1 14826:1
0 26:1 42:1 103:1 13754:1 14827:1
0 24:1 43:1 131:1 134:1 13752:1
0 25:1 68:1 129:1 132:1 173:1 13753:1
0 66:1 130:1 133:1 152:1 171:1 8516:1
0 26:1 67:1 150:1 172:1 1037:1 8514:1
0 24:1 62:1 151:1 1035:1 8515:1
0 4:1 8:1 25:1 60:1 1036:1
0 3:1 7:1 10:1 11:1 26:1 63:1 66:1
0 2:1 24:1 64:1 67:1 110:1 275:1
0 9:1 25:1 108:1 273:1 572:1 4664:1
0 109:1 274:1 570:1 572:1 1115:1 4662:1
0 140:1 570:1 571:1 1113:1 4663:1 8402:1
0 125:1 138:1 236:1 571:1 1114:1 8400:1
0 104:1 123:1 139:1 234:1 2183:1 8401:1
0 62:1 102:1 124:1 235:1 2181:1
0 4:1 8:1 60:1 103:1 2182:1
0 3:1 7:1 11:1 83:1 846:1 2180:1 3714:1
0 81:1 152:1 847:1 1550:1 2178:1 3715:1
0 82:1 104:1 150:1 818:1 1548:1 2179:1
0 102:1 151:1 515:1 816:1 824:1 1549:1
0 103:1 513:1 671:1 817:1 822:1 1052:1
0 514:1 572:1 669:1 823:1 1050:1 1097:1
0 570:1 572:1 670:1 1051:1 1095:1 8609:1
0 125:1 158:1 570:1 571:1 1096:1 8607:1
0 123:1 152:1 156:1 571:1 1076:1 8608:1
0 124:1 125:1 150:1 157:1 158:1 1074:1
0 68:1 123:1 151:1 156:1 1075:1 3827:1
0 66:1 124:1 140:1 157:1 2993:1 3825:1
0 67:1 125:1 138:1 236:1 2991:1 3826:1
0 68:1 123:1 139:1 173:1 234:1 2992:1
0 66:1 124:1 152:1 171:1 235:1 5711:1
0 26:1 67:1 150:1 172:1 722:1 5709:1
0 24:1 62:1 151:1 720:1 5710:1
0 4:1 8:1 25:1 60:1 721:1
0 3:1 7:1 11:1 114:1 611:1 5652:1 5657:1
0 68:1 115:1 609:1 2834:1 5653:1 5655:1
0 66:1 152:1 610:1 2832:1 5656:1 16295:1
0 10:1 67:1 104:1 150:1 2833:1 16293:1
0 2:1 102:1 151:1 668:1 671:1 16294:1
0 9:1 103:1 140:1 296:1 666:1 669:1
0 138:1 140:1 294:1 667:1 670:1 2720:1
0 138:1 139:1 295:1 572:1 2718:1 14798:1
0 113:1 116:1 139:1 570:1 2719:1 14796:1
0 111:1 114:1 571:1 611:1 14797:1 16235:1
0 10:1 26:1 112:1 115:1 609:1 16233:1
0 2:1 24:1 62:1 610:1 16234:1
0 4:1 8:1 9:1 25:1 60:1
0 3:1 7:1 11:1 66:1 104:1 2601:1 10289:1
0 67:1 102:1 1010:1 1355:1 2602:1 10287:1
0 103:1 572:1 1008:1 1097:1 1353:1 10288:1
0 570:1 572:1 1009:1 1095:1 1354:1 5699:1
0 10:1 570:1 571:1 611:1 1096:1 5697:1
0 2:1 68:1 173:1 571:1 609:1 5698:1
0 9:1 66:1 152:1 171:1 610:1 5711:1
0 26:1 67:1 150:1 172:1 2504:1 5709:1
0 24:1 125:1 151:1 533:1 2502:1 5710:1
0 25:1 26:1 123:1 531:1 2503:1 4559:1
0 11:1 24:1 104:1 124:1 532:1 545:1 4557:1
0 25:1 62:1 102:1 543:1 4558:1
0 4:1 8:1 60:1 103:1 544:1
0 3:1 7:1 11:1 15:1 17:1 1308:1 5684:1
0 11:1 15:1 16:1 83:1 293:1 1309:1 5682:1
0 16:1 81:1 140:1 291:1 5683:1 11702:1
0 68:1 82:1 138:1 173:1 292:1 11700:1
0 66:1 71:1 74:1 139:1 171:1 11701:1
0 67:1 69:1 72:1 104:1 172:1 16670:1
0 32:1 70:1 73:1 102:1 16668:1
0 30:1 103:1 845:1 848:1 16669:1
0 11:1 31:1 668:1 671:1 843:1 846:1
0 140:1 666:1 669:1 844:1 847:1 14129:1
0 26:1 138:1 667:1 670:1 1172:1 14127:1
0 24:1 139:1 152:1 1170:1 1475:1 14128:1
0 10:1 25:1 26:1 150:1 1171:1 1473:1
0 2:1 24:1 26:1 151:1 1474:1 6200:1
0 9:1 24:1 25:1 125:1 485:1 6198:1
0 25:1 123:1 152:1 483:1 6199:1 6968:1
0 104:1 124:1 150:1 484:1 6966:1 11966:1
0 102:1 125:1 151:1 236:1 6967:1 11964:1
0 17:1 103:1 123:1 234:1 5684:1 11965:1
0 11:1 15:1 62:1 124:1 235:1 5682:1
0 4:1 8:1 16:1 60:1 5683:1
0 3:1 7:1 11:1 26:1 123:1 1182:1 3839:1
0 24:1 113:1 116:1 124:1 1183:1 3837:1
0 10:1 17:1 25:1 111:1 114:1 3838:1
0 2:1 11:1 15:1 112:1 115:1 131:1 134:1
0 9:1 10:1 16:1 17:1 129:1 132:1
0 2:1 11:1 15:1 44:1 130:1 133:1
0 9:1 16:1 42:1 68:1 323:1
0 10:1 43:1 66:1 104:1 321:1
0 2:1 67:1 102:1 322:1 671:1 1052:1
0 9:1 74:1 103:1 669:1 1050:1 1367:1
0 72:1 140:1 670:1 1051:1 1365:1 11462:1
0 73:1 125:1 138:1 485:1 1366:1 11460:1
0 68:1 123:1 139:1 413:1 483:1 11461:1
0 66:1 104:1 124:1 411:1 484:1 11966:1
0 67:1 102:1 412:1 515:1 824:1 11964:1
0 103:1 513:1 671:1 822:1 3866:1 11965:1
0 152:1 514:1 669:1 823:1 3864:1 11741:1
0 10:1 104:1 150:1 670:1 3865:1 11739:1
0 2:1 102:1 125:1 151:1 206:1 11740:1
0 9:1 68:1 103:1 123:1 204:1 413:1
0 66:1 104:1 124:1 205:1 411:1 1211:1
0 67:1 102:1 149:1 152:1 412:1 1209:1
0 103:1 125:1 147:1 150:1 1210:1 2477:1
0 68:1 123:1 148:1 151:1 173:1 2475:1
0 17:1 35:1 66:1 124:1 171:1 2476:1
0 11:1 15:1 33:1 38:1 41:1 67:1 172:1
0 11:1 16:1 34:1 36:1 39:1 62:1
0 4:1 8:1 37:1 40:1 60:1
0 3:1 7:1 11:1 15:1 17:1 1308:1 5684:1
0 11:1 15:1 16:1 110:1 1309:1 5682:1 10427:1
0 16:1 108:1 140:1 5683:1 10425:1 16550:1
0 26:1 109:1 138:1 10426:1 15926:1 16548:1
0 24:1 26:1 139:1 5732:1 15924:1 16549:1
0 24:1 25:1 125:1 770:1 5730:1 15925:1
0 25:1 50:1 123:1 768:1 5731:1 7349:1
0 17:1 48:1 124:1 769:1 5459:1 7347:1
0 11:1 15:1 49:1 50:1 1334:1 5457:1 7348:1
0 16:1 48:1 62:1 1332:1 5458:1
0 4:1 8:1 49:1 60:1 1333:1
0 3:1 7:1 11:1 63:1 66:1 152:1 2900:1
0 26:1 64:1 67:1 150:1 2898:1 3383:1
0 24:1 125:1 151:1 533:1 2899:1 3381:1
0 10:1 25:1 104:1 123:1 531:1 3382:1
0 2:1 83:1 102:1 124:1 532:1 3668:1
0 9:1 81:1 103:1 113:1 116:1 3666:1
0 82:1 111:1 114:1 611:1 734:1 3667:1
0 112:1 115:1 152:1 609:1 732:1 3407:1
0 125:1 150:1 485:1 610:1 733:1 3405:1
0 68:1 123:1 151:1 483:1 650:1 3406:1
0 26:1 66:1 124:1 484:1 648:1 2498:1
0 24:1 62:1 67:1 649:1 2496:1
0 4:1 8:1 25:1 60:1 2497:1
0 3:1 7:1 11:1 44:1 570:1 5997:1
0 42:1 125:1 571:1 3122:1 5998:1
0 43:1 123:1 125:1 161:1 3120:1
0 123:1 124:1 152:1 159:1 590:1 3121:1
0 104:1 124:1 150:1 160:1 588:1 4991:1
0 102:1 125:1 151:1 236:1 589:1 4989:1
0 103:1 104:1 123:1 191:1 234:1 4990:1
0 102:1 124:1 125:1 161:1 189:1 235:1
0 17:1 103:1 123:1 159:1 190:1 4559:1
0 11:1 15:1 124:1 125:1 160:1 236:1 4557:1
0 16:1 68:1 123:1 173:1 234:1 4558:1
0 26:1 66:1 124:1 171:1 235:1 1406:1
0 24:1 67:1 125:1 161:1 172:1 1404:1
0 17:1 25:1 123:1 159:1 1405:1 15740:1
0 11:1 15:1 44:1 124:1 160:1 15738:1
0 16:1 17:1 42:1 15739:1 24032:1
0 11:1 15:1 43:1 44:1 24030:1
0 16:1 17:1 42:1 5687:1 24031:1
0 11:1 15:1 17:1 43:1 5685:1 5690:1
0 11:1 15:1 16:1 152:1 5686:1 5688:1 12551:1
0 10:1 11:1 16:1 150:1 152:1 5689:1 12549:1
0 2:1 11:1 26:1 150:1 151:1 4856:1 12550:1
0 9:1 11:1 24:1 44:1 151:1 4854:1
0 25:1 42:1 131:1 134:1 4855:1
0 10:1 17:1 43:1 129:1 132:1
0 2:1 11:1 15:1 130:1 131:1 133:1 134:1
0 9:1 16:1 125:1 129:1 132:1 515:1
0 26:1 123:1 130:1 133:1 513:1 1562:1
0 24:1 124:1 514:1 1010:1 1439:1 1560:1
0 25:1 572:1 1008:1 1097:1 1437:1 1561:1
0 570:1 611:1 734:1 1009:1 1095:1 1438:1
0 140:1 571:1 609:1 732:1 1096:1 2825:1
0 113:1 116:1 138:1 610:1 733:1 2823:1
0 68:1 111:1 114:1 139:1 173:1 2824:1
0 26:1 66:1 112:1 115:1 171:1 878:1
0 24:1 26:1 67:1 172:1 876:1 18764:1
0 24:1 25:1 44:1 877:1 18762:1
0 17:1 25:1 42:1 1310:1 18763:1
0 11:1 15:1 17:1 43:1 1308:1 5684:1
0 10:1 11:1 15:1 16:1 83:1 1309:1 5682:1
0 2:1 16:1 81:1 125:1 515:1 5683:1
0 9:1 82:1 104:1 123:1 513:1 1049:1
0 74:1 102:1 124:1 514:1 1047:1 13886:1
0 10:1 72:1 103:1 152:1 1048:1 13884:1
0 2:1 73:1 134:1 150:1 197:1 13885:1
0 9:1 10:1 132:1 151:1 152:1 195:1
0 2:1 26:1 133:1 150:1 196:1 15926:1
0 9:1 24:1 113:1 116:1 151:1 15924:1
0 25:1 68:1 111:1 114:1 173:1 15925:1
0 26:1 66:1 112:1 115:1 171:1 1406:1
0 24:1 67:1 125:1 161:1 172:1 1404:1
0 17:1 25:1 123:1 159:1 1405:1 15740:1
0 11:1 15:1 44:1 124:1 160:1 15738:1
0 16:1 17:1 42:1 15739:1 24032:1
0 11:1 15:1 43:1 44:1 24030:1
0 16:1 17:1 42:1 5687:1 24031:1
0 11:1 15:1 17:1 43:1 5685:1 5690:1
0 11:1 15:1 16:1 152:1 5686:1 5688:1 12551:1
0 10:1 11:1 16:1 150:1 152:1 5689:1 12549:1
0 2:1 11:1 26:1 150:1 151:1 4856:1 12550:1
0 9:1 11:1 24:1 44:1 151:1 4854:1
0 25:1 42:1 131:1 134:1 4855:1
0 10:1 17:1 43:1 129:1 132:1
0 2:1 11:1 15:1 130:1 133:1 1010:1 1439:1
0 9:1 16:1 611:1 1008:1 1437:1 21509:1
0 113:1 116:1 609:1 1009:1 1438:1 21507:1
0 10:1 111:1 114:1 610:1 611:1 21508:1
0 2:1 112:1 115:1 609:1 914:1 977:1
0 9:1 10:1 104:1 610:1 912:1 975:1
0 2:1 102:1 125:1 913:1 923:1 976:1
0 9:1 103:1 123:1 152:1 921:1 2132:1
