Zimbabwe 3:1 7:1 11:1 15:1 152:1 12062:1 13308:1
have 140:1 666:1 669:1 844:1 847:1 3107:1
investigated 131:1 134:1 138:1 667:1 670:1 3105:1
and 129:1 132:1 139:1 140:1 578:1 3106:1
confirmed 130:1 133:1 138:1 576:1 1361:1 1364:1
there 83:1 139:1 293:1 577:1 1359:1 1362:1
has 81:1 140:1 291:1 296:1 1360:1 1363:1
been 26:1 82:1 138:1 292:1 294:1 10205:1
FMD 11:1 24:1 26:1 139:1 295:1 401:1 10203:1
infection 24:1 25:1 125:1 236:1 399:1 10204:1
in 25:1 68:1 123:1 173:1 234:1 400:1
the 10:1 26:1 66:1 124:1 171:1 235:1
Jepempe 2:1 10:1 11:1 24:1 26:1 67:1 172:1
resettlement 2:1 9:1 24:1 25:1 26:1 1448:1
area 9:1 24:1 25:1 125:1 161:1 1446:1
of 10:1 17:1 25:1 123:1 159:1 1447:1
Beitbridge 2:1 11:1 15:1 44:1 124:1 160:1
, 9:1 16:1 42:1 875:1
'' 17:1 43:1 873:1 13331:1
Stuart 11:1 15:1 17:1 874:1 13329:1 13334:1
Hargreaves 11:1 15:1 16:1 44:1 13330:1 13332:1
, 16:1 26:1 42:1 10139:1 13333:1
director 24:1 43:1 125:1 161:1 10137:1
of 25:1 68:1 123:1 159:1 173:1 10138:1
the 26:1 66:1 124:1 160:1 171:1 6785:1
government 24:1 67:1 172:1 758:1 761:1 6783:1
's 17:1 25:1 756:1 759:1 1589:1 6784:1
Department 11:1 15:1 125:1 161:1 757:1 760:1 1587:1
of 16:1 123:1 152:1 159:1 1588:1 3341:1
Veterinary 11:1 41:1 124:1 150:1 160:1 1586:1 3339:1
Services 11:1 39:1 110:1 151:1 890:1 1584:1 3340:1
said 40:1 62:1 108:1 888:1 1585:1
. 4:1 8:1 60:1 109:1 889:1
The 3:1 7:1 11:1 26:1 63:1 66:1 77:1
report 24:1 64:1 67:1 75:1 110:1 890:1
said 25:1 26:1 76:1 108:1 888:1 6464:1
quarantine 24:1 104:1 109:1 889:1 6462:1 11171:1
officers 25:1 102:1 110:1 1610:1 6463:1 11169:1
had 103:1 108:1 140:1 1608:1 5165:1 11170:1
moved 109:1 113:1 116:1 138:1 1609:1 5163:1
to 68:1 111:1 114:1 139:1 173:1 5164:1
the 10:1 66:1 112:1 115:1 152:1 171:1
vast 2:1 10:1 17:1 67:1 150:1 172:1
Gonarezhou 2:1 9:1 11:1 15:1 151:1 152:1 7544:1
national 9:1 16:1 26:1 150:1 7542:1 9785:1
wildlife 24:1 26:1 151:1 4355:1 7543:1 9783:1
park 24:1 25:1 125:1 236:1 4353:1 9784:1
in 10:1 25:1 123:1 152:1 234:1 4354:1
southeastern 2:1 17:1 124:1 150:1 235:1 13310:1
Zimbabwe 9:1 11:1 15:1 44:1 151:1 13308:1
, 16:1 42:1 140:1 731:1 13309:1
suspected 43:1 113:1 116:1 138:1 729:1
to 111:1 114:1 139:1 611:1 668:1 730:1
have 112:1 113:1 115:1 116:1 609:1 666:1
to 111:1 114:1 140:1 296:1 610:1 667:1
been 68:1 112:1 115:1 138:1 173:1 294:1
the 26:1 66:1 139:1 171:1 295:1 2375:1
source 24:1 67:1 125:1 161:1 172:1 2373:1
of 25:1 68:1 123:1 159:1 173:1 2374:1
the 26:1 66:1 124:1 160:1 171:1 722:1
outbreak 24:1 67:1 125:1 161:1 172:1 720:1
of 25:1 68:1 123:1 159:1 173:1 721:1
the 26:1 66:1 124:1 160:1 171:1 743:1
disease 24:1 67:1 152:1 172:1 741:1 1085:1
last 25:1 26:1 150:1 176:1 742:1 1083:1
week 24:1 62:1 151:1 174:1 1084:1
. 4:1 8:1 25:1 60:1 175:1
The 3:1 7:1 11:1 17:1 63:1 66:1 13310:1
Zimbabwe 11:1 15:1 17:1 64:1 67:1 13308:1 22811:1
Cattle 10:1 11:1 15:1 16:1 41:1 13309:1 22809:1
Producers 2:1 11:1 16:1 39:1 761:1 1655:1 22810:1
' 9:1 26:1 40:1 759:1 1653:1 10511:1
Association 11:1 24:1 89:1 760:1 1654:1 10509:1
-LRB- 10:1 25:1 26:1 87:1 10510:1
ZCPA 2:1 11:1 24:1 88:1 95:1
-RRB- 9:1 25:1 83:1 93:1 10454:1
says 68:1 81:1 94:1 173:1 10452:1
the 26:1 66:1 82:1 171:1 2849:1 10453:1
country 24:1 67:1 172:1 1007:1 1010:1 2847:1
would 25:1 611:1 1005:1 1008:1 2848:1 19232:1
combat 68:1 173:1 609:1 1006:1 1009:1 19230:1
the 26:1 66:1 171:1 610:1 722:1 19231:1
outbreak 24:1 32:1 67:1 172:1 720:1 1274:1
-- 25:1 30:1 152:1 512:1 721:1 1272:1
first 31:1 140:1 150:1 510:1 1273:1 3353:1
detected 125:1 138:1 151:1 485:1 511:1 3351:1
at 68:1 123:1 139:1 287:1 483:1 3352:1
a 10:1 26:1 66:1 124:1 285:1 484:1
feedlot 2:1 24:1 67:1 125:1 286:1 6386:1
near 9:1 10:1 17:1 25:1 123:1 6384:1
Bulawayo 2:1 11:1 15:1 124:1 125:1 236:1 6385:1
in 9:1 16:1 68:1 123:1 173:1 234:1
the 66:1 124:1 171:1 235:1 572:1 2963:1
mainly 10:1 67:1 152:1 172:1 570:1 2961:1
ranching 2:1 26:1 150:1 571:1 2246:1 2962:1
province 9:1 24:1 125:1 151:1 161:1 2244:1
of 10:1 17:1 25:1 123:1 159:1 2245:1
Matabeleland 2:1 11:1 15:1 32:1 124:1 160:1 1274:1
-- 9:1 16:1 30:1 125:1 398:1 1272:1
with 31:1 104:1 123:1 396:1 1273:1 3725:1
vaccines 102:1 124:1 131:1 134:1 397:1 3723:1
and 10:1 103:1 129:1 132:1 152:1 3724:1
tight 2:1 104:1 130:1 133:1 150:1 11996:1
controls 9:1 102:1 125:1 151:1 770:1 11994:1
on 26:1 103:1 123:1 768:1 11995:1 12140:1
livestock 24:1 26:1 124:1 769:1 7919:1 12138:1
movement 24:1 25:1 44:1 7917:1 12139:1
, 25:1 42:1 74:1 7918:1 17480:1
avoiding 43:1 68:1 72:1 287:1 17478:1
a 26:1 66:1 73:1 285:1 16007:1 17479:1
mass 24:1 26:1 67:1 286:1 14018:1 16005:1
cull 24:1 25:1 125:1 161:1 14016:1 16006:1
of 25:1 104:1 123:1 159:1 6770:1 14017:1
cattle 62:1 102:1 124:1 160:1 6768:1
. 4:1 8:1 60:1 103:1 6769:1
The 3:1 7:1 11:1 26:1 63:1 66:1 743:1
disease 24:1 64:1 67:1 110:1 741:1 746:1
forced 25:1 68:1 108:1 173:1 742:1 744:1
the 26:1 66:1 109:1 171:1 745:1 2849:1
country 24:1 67:1 113:1 116:1 172:1 2847:1
to 10:1 25:1 111:1 114:1 611:1 2848:1
suspend 2:1 26:1 112:1 115:1 609:1 6779:1
beef 9:1 24:1 104:1 610:1 6777:1 13943:1
exports 25:1 62:1 102:1 6778:1 13941:1
. 4:1 8:1 60:1 103:1 13942:1
The 3:1 7:1 10:1 11:1 63:1 66:1 152:1
state-owned 2:1 10:1 17:1 64:1 67:1 150:1
Cold 2:1 9:1 10:1 11:1 15:1 17:1 151:1
Storage 2:1 9:1 11:1 15:1 16:1 17:1 15578:1
Company 9:1 11:1 15:1 16:1 44:1 15576:1
, 16:1 17:1 42:1 13310:1 15577:1
Zimbabwe 11:1 15:1 43:1 758:1 761:1 13308:1
's 10:1 16:1 152:1 756:1 759:1 13309:1
sole 2:1 26:1 150:1 757:1 760:1 6779:1
beef 9:1 10:1 24:1 74:1 151:1 6777:1
exporting 2:1 25:1 26:1 72:1 6778:1 8981:1
body 9:1 24:1 44:1 73:1 8979:1
, 25:1 42:1 83:1 293:1 8980:1
has 43:1 68:1 81:1 291:1 1022:1
an 66:1 82:1 152:1 292:1 1020:1 7040:1
annual 26:1 67:1 150:1 1021:1 7038:1 12011:1
export 10:1 24:1 26:1 151:1 7039:1 12009:1
quota 2:1 24:1 25:1 125:1 161:1 12010:1
of 9:1 25:1 50:1 123:1 159:1 2465:1
9 48:1 50:1 124:1 160:1 2057:1 2463:1
100 48:1 49:1 104:1 2055:1 2464:1 18032:1
tons 49:1 102:1 152:1 2056:1 18030:1 21974:1
worth 50:1 103:1 150:1 215:1 18031:1 21972:1
2 10:1 48:1 50:1 151:1 213:1 21973:1
billion 2:1 17:1 48:1 49:1 214:1 13310:1
Zimbabwe 9:1 10:1 11:1 15:1 49:1 104:1 13308:1
dollars 2:1 16:1 89:1 102:1 13309:1
-LRB- 9:1 87:1 103:1 16412:1
$ 50:1 88:1 356:1 16410:1
36 48:1 50:1 354:1 5666:1 16411:1
million 48:1 49:1 95:1 355:1 5664:1
-RRB- 49:1 93:1 113:1 116:1 5665:1
to 68:1 94:1 111:1 114:1 173:1
the 17:1 66:1 112:1 115:1 171:1 3221:1
European 11:1 15:1 17:1 67:1 172:1 2636:1 3219:1
Union 11:1 15:1 16:1 131:1 134:1 2634:1 3220:1
and 10:1 16:1 50:1 129:1 132:1 2635:1
5,000 2:1 48:1 104:1 130:1 133:1 18032:1
tons 9:1 49:1 102:1 113:1 116:1 18030:1
to 17:1 103:1 111:1 114:1 8009:1 18031:1
South 11:1 15:1 17:1 112:1 115:1 8007:1 9056:1
Africa 11:1 15:1 16:1 62:1 8008:1 9054:1
. 4:1 8:1 16:1 60:1 9055:1
The 3:1 7:1 11:1 63:1 66:1 152:1 7247:1
veterinary 26:1 64:1 67:1 150:1 767:1 7245:1
department 24:1 83:1 151:1 765:1 7246:1 10454:1
says 25:1 81:1 766:1 848:1 863:1 10452:1
it 82:1 83:1 293:1 846:1 861:1 10453:1
has 68:1 81:1 173:1 291:1 847:1 862:1
the 26:1 66:1 82:1 171:1 292:1 23366:1
capacity 24:1 67:1 131:1 134:1 172:1 23364:1
and 25:1 104:1 129:1 132:1 7736:1 23365:1
resources 102:1 113:1 116:1 130:1 133:1 7734:1
to 103:1 111:1 114:1 611:1 7735:1 11180:1
contain 68:1 112:1 115:1 173:1 609:1 11178:1
the 26:1 66:1 171:1 610:1 722:1 11179:1
outbreak 24:1 62:1 67:1 172:1 720:1
. 4:1 8:1 25:1 60:1 721:1
Hargreaves 3:1 7:1 11:1 15:1 110:1 890:1 13332:1
said 16:1 68:1 108:1 173:1 888:1 13333:1
the 17:1 35:1 66:1 109:1 171:1 889:1
United 10:1 11:1 15:1 33:1 41:1 67:1 172:1
Nations 2:1 11:1 16:1 17:1 34:1 39:1 6716:1
Food 9:1 11:1 15:1 40:1 131:1 134:1 6714:1
and 16:1 17:1 129:1 132:1 6715:1 16868:1
Agricultural 11:1 15:1 17:1 130:1 133:1 4169:1 16866:1
Organization 11:1 15:1 16:1 110:1 1610:1 4167:1 16867:1
had 16:1 108:1 572:1 1442:1 1608:1 4168:1
also 10:1 109:1 140:1 570:1 1440:1 1609:1
pledged 2:1 26:1 138:1 571:1 764:1 1441:1
emergency 9:1 24:1 26:1 139:1 762:1 12026:1
assistance 24:1 25:1 62:1 763:1 12024:1
. 4:1 8:1 25:1 60:1 12025:1
Industry 3:1 7:1 11:1 24:1 104:1 1592:1 17970:1
officials 25:1 102:1 671:1 1590:1 4463:1 17971:1
say 17:1 103:1 669:1 1591:1 4461:1 13310:1
Zimbabwe 11:1 15:1 670:1 758:1 761:1 4462:1 13308:1
's 16:1 152:1 756:1 759:1 13309:1 18491:1
communal 104:1 150:1 757:1 760:1 10298:1 18489:1
farmers 102:1 151:1 761:1 1655:1 10296:1 18490:1
' 103:1 104:1 759:1 1653:1 6770:1 10297:1
cattle 26:1 102:1 760:1 1654:1 6758:1 6768:1
herd 24:1 103:1 104:1 5714:1 6756:1 6769:1
numbers 25:1 102:1 125:1 473:1 5712:1 6757:1
about 50:1 103:1 123:1 471:1 5713:1 18083:1
4.5 48:1 50:1 124:1 472:1 5666:1 18081:1
million 48:1 49:1 104:1 410:1 5664:1 18082:1
animals 49:1 102:1 125:1 408:1 2021:1 5665:1
while 68:1 103:1 123:1 173:1 409:1 2019:1
the 66:1 124:1 152:1 171:1 2020:1 7679:1
commercial 26:1 67:1 150:1 172:1 6758:1 7677:1
herd 24:1 83:1 151:1 479:1 6756:1 7678:1
is 25:1 81:1 140:1 477:1 6757:1 18152:1
estimated 82:1 125:1 138:1 478:1 485:1 18150:1
at 10:1 50:1 123:1 139:1 483:1 18151:1
1.2 2:1 48:1 50:1 124:1 484:1 5666:1
million 9:1 48:1 49:1 62:1 5664:1
. 4:1 8:1 49:1 60:1 5665:1
