died	0
,	0
bringing	0
the	0
total	0
number	0
of	0
deaths	0
to	0
4	0
for	0
the	0
2001	0
season	0
according	0
to	0
the	0
above	0
figures	0
.	0
The	0
above	0
MMWR	0
report	0
still	0
under-records	0
the	0
number	0
of	0
confirmed	0
equine	0
cases	0
in	0
2001	0
.	0
The	0
most	0
recent	0
USDA-APHIS	0
Report	0
covering	0
the	0
period	0
1	0
Jan	0
to	0
31	0
Oct	0
2001	0
-LRB-	0
see	0
:	0
West	DIS
Nile	DIS
virus	DIS
surveillance	0
-LRB-30-RRB-20011105	0
.2745	0
-RRB-	0
lists	0
344	0
confirmed	0
and	0
3	0
probable	0
cases	0
of	0
clinical	0
West	DIS
Nile	DIS
virus	DIS
-LRB-	0
WNV	DIS
-RRB-	0
infection	DIS
in	0
horses	0
from	0
18	0
States	0
.	0
-	0
Mod.CP	0
-RSB-	0
-LSB-	0
Note	0
that	0
posting	0
of	0
this	0
summary	0
was	0
delayed	0
.	0
An	0
additional	0
human	0
death	0
and	0
a	0
horse	0
death	0
have	0
been	0
reported	0
in	0
the	0
interim	0
-LRB-	0
see	0
ProMED-mail	0
references	0
cited	0
above	0
-RRB-	0
.	0
-	0
Mod.ES	0
-RSB-	0
...	0
cp/es	0
--------------------------------------------------	0
.	0
An	0
outbreak	0
of	0
what	0
is	0
suspected	0
to	0
be	0
winter	0
vomiting	0
disease	0
forced	0
closure	0
of	0
Sunnybrook	0
Hospital	0
's	0
emergency	0
department	0
on	0
Monday	0
morning	0
.	0
Over	0
weekend	0
,	0
a	0
number	0
of	0
patients	0
and	0
staff	0
were	0
stricken	0
by	0
bouts	0
of	0
vomiting	0
and	0
diarrhea	0
.	0
By	0
Monday	0
afternoon	0
25	0
Nov	0
2002	0
,	0
28	0
staff	0
members	0
and	0
13	0
patients	0
showed	0
symptoms	0
of	0
the	DIS
virus	DIS
infection	0
,	0
which	0
is	0
highly	0
contagious	0
and	0
spread	0
through	0
person-to-person	0
contact	0
.	0
``	0
We	0
have	0
n't	0
determined	0
what	0
infection	0
is	0
yet	0
.	0
We	0
suspect	0
it	0
to	0
be	0
a	0
case	0
of	0
something	0
called	0
winter	0
vomiting	0
disease	0
,	0
''	0
hospital	0
spokesman	0
Craig	0
DuHamel	0
said	0
.	0
``	0
Obviously	0
we	0
have	0
to	0
be	0
very	0
vigilant	0
to	0
ensure	0
this	0
is	0
contained	0
in	0
our	0
emergency	0
department	0
.	0
''	0
The	0
emergency	0
department	0
was	0
expected	0
to	0
be	0
closed	0
until	0
afternoon	0
of	0
Wed	0
27	0
Nov	0
2002	0
at	0
least	0
,	0
DuHamel	0
said	0
,	0
adding	0
that	0
cleaning	0
crews	0
were	0
on	0
scene	0
with	0
anti-viral	0
agents	0
-LSB-	0
disinfectants	0
?	0
-RSB-	0
.	0
Patients	0
walking	0
into	0
emergency	0
were	0
told	0
about	0
situation	0
upon	0
arrival	0
and	0
,	0
if	0
their	0
condition	0
was	0
stable	0
,	0
asked	0
to	0
go	0
to	0
another	0
hospital	0
.	0
Those	0
who	0
were	0
unable	0
to	0
go	0
to	0
another	0
facility	0
would	0
be	0
treated	0
,	0
hospital	0
said	0
in	0
a	0
news	0
release	0
.	0
Winter	0
vomiting	0
disease	0
is	0
an	0
infection	0
caused	0
by	0
a	0
virus	DIS
commonly	0
transmitted	0
from	0
person	0
to	0
person	0
in	0
cold	0
weather	0
,	0
when	0
people	0
are	0
indoors	0
more	0
often	0
and	0
in	0
closer	0
contact	0
.	0
Symptoms	0
include	0
severe	0
nausea	0
and	0
vomiting	0
that	0
can	0
last	0
between	0
24	0
and	0
48	0
hours	0
.	0
DuHamel	0
said	0
the	DIS
virus	DIS
is	0
not	0
life-threatening	0
and	0
is	0
similar	0
to	0
the	DIS
Norwalk	DIS
virus	DIS
,	0
which	0
has	0
made	0
headlines	0
recently	0
for	0
sickening	0
hundreds	0
of	0
passengers	0
on	0
Florida-based	0
cruise	0
ship	0
Amsterdam	0
.	0
-LSB-	0
As	0
has	0
been	0
repeatedly	0
stated	0
in	0
ProMED-mail	0
,	0
``	0
winter	0
vomiting	0
disease	0
''	0
is	0
a	0
misnomer	0
.	0
Outbreaks	0
in	0
UK	0
and	0
Ireland	0
have	0
occurred	0
throughout	0
year	0
in	0
hospitals	0
,	0
health	0
care	0
facilities	0
,	0
and	0
schools	0
.	0
In	0
North	0
America	0
outbreaks	0
on	0
cruise	0
ships	0
have	0
occurred	0
during	0
voyages	0
to	0
Alaska	0
in	0
summer	0
and	0
to	0
Caribbean	0
destinations	0
in	0
winter	0
.	0
Density	0
and	0
hygiene	0
considerations	0
are	0
probably	0
relevant	0
determining	0
factors	0
.	0
Winter	0
vomiting	0
disease	0
is	0
caused	0
by	0
infection	0
with	0
a	0
Norwalk-like	0
virus	DIS
,	0
although	0
this	0
is	0
seldom	0
confirmed	0
microbiologically	0
.	0
Norwalk-like	0
viruses	0
are	0
a	0
heterogenous	0
group	0
of	0
caliciviruses	0
that	0
is	0
now	0
designated	0
as	0
genus	0
_	0
Norovirus	0
_	0
.	0
-	0
Mod.CP	0
-RSB-	0
--	0
ProMED-mail	0
<promed@promedmail.org>	0
-------------------------------------------------	0
.	0
The	0
Minas	0
Gerais	0
State	0
Secretary	0
of	0
Health	0
confirms	0
16	0
cases	0
-LRB-	0
8	0
fatal	0
-RRB-	0
due	0
to	0
hantavirus	DIS
infection	DIS
in	0
the	0
state	0
so	0
far	0
in	0
2003	0
,	0
with	0
another	0
6	0
suspect	0
cases	0
under	0
investigation	0
.	0
The	0
results	0
of	0
confirmatory	0
laboratory	0
tests	0
will	0
be	0
available	0
in	0
10	0
days	0
.	0
In	0
all	0
of	0
2002	0
there	0
were	0
14	0
cases	0
with	0
7	0
deaths	0
.	0
The	0
outbreak	0
is	0
being	0
studied	0
by	0
specialists	0
from	0
the	0
Instituto	0
Adolfo	0
Lutz	0
of	0
Sao	0
Paulo	0
.	0
two	0
of	0
them	0
from	0
the	0
same	0
city	0
office	0
building	0
,	0
health	0
authorities	0
said	0
today	0
.	0
Victoria	0
's	0
Chief	0
Health	0
Officer	0
Dr	0
Graham	0
Rouch	0
said	0
the	0
other	0
three	0
patients	0
may	0
also	0
be	0
linked	0
to	0
the	0
same	0
area	0
of	0
Melbourne	0
's	0
Exhibition	0
Street	0
.	0
With	0
the	0
latest	0
outbreak	0
,	0
Dr	0
Rouch	0
urged	0
city	0
dwellers	0
,	0
office	0
workers	0
and	0
visitors	0
to	0
be	0
alert	0
to	0
the	0
signs	0
of	0
the	0
disease	DIS
.	0
He	0
said	0
that	0
two	0
with	0
the	0
disease	DIS
-	0
among	0
three	0
being	0
treated	0
in	0
hospital	0
-	0
worked	0
at	0
222	0
Exhibition	0
Street	0
.	0
One	0
was	0
employed	0
by	0
the	0
Transport	0
Accident	0
Commission	0
and	0
the	0
other	0
by	0
the	0
Victorian	0
Workcover	0
Authority	0
.	0
Staff	0
and	0
other	0
tenants	0
in	0
the	0
building	0
have	0
been	0
given	0
information	0
about	0
the	0
disease	DIS
.	0
Dr	0
Rouch	0
said	0
the	0
early	0
stages	0
of	0
legionnaire	0
's	0
disease	DIS
was	0
characterised	0
by	0
flu-like	0
symptoms	0
,	0
including	0
headache	0
,	0
fever	0
,	0
muscle	0
aches	0
and	0
respiratory	0
problems	0
.	0
The	0
most	0
usual	0
method	0
of	0
transmission	0
of	0
the	0
infection	0
was	0
via	0
spray	0
drift	0
from	0
air	0
conditioning	0
towers	0
.	0
He	0
said	0
Human	0
Services	0
Department	0
officials	0
took	0
samples	0
from	0
cooling	0
towers	0
at	0
222	0
Exhibition	0
Street	0
and	0
were	0
awaiting	0
confirmation	0
of	0
the	0
results	0
.	0
He	0
said	0
the	0
towers	0
had	0
been	0
disinfected	0
as	0
a	0
precaution	0
.	0
Dr	0
Rouch	0
said	0
the	0
recent	0
hot	0
weather	0
in	0
Melbourne	0
had	0
put	0
a	0
considerable	0
extra	0
load	0
on	0
cooling	0
systems	0
,	0
`	0
which	0
may	0
have	0
provided	0
a	0
better	0
environment	0
for	0
_	0
Legionella	0
_	0
to	0
multiply	0
'	0
.	0
--	0
ProMED-mail	0
e-mail	0
:	0
promed@promedmail.org......................................es	0
--	0
Department	0
of	0
Crop	0
Sciences	0
,	0
University	0
of	0
Illinois	0
;	0
and	0
G.	0
L.	0
Hartman	0
,	0
USDA	0
,	0
ARS	0
,	0
and	0
Department	0
of	0
Crop	0
Sciences	0
,	0
University	0
of	0
Illinois	0
,	0
1101	0
W.	0
Peabody	0
Dr.	0
,	0
Urbana	0
61801	0
.	0
Plant	0
Dis	0
.	0
84:100	0
,	0
2000	0
;	0
published	0
on-line	0
as	0
D-1999-1117-01N	0
1999	0
.	0
Accepted	0
for	0
publication	0
12	0
November	0
1999	0
.	0
_	0
Stachybotrys	DIS
chartarum	DIS
_	0
-LRB-	0
Ehrenb	0
.	0
ex	DIS
Link	0
-RRB-	0
S.J.	0
Hughes	0
was	0
isolated	0
from	0
surface-disinfested	0
soybean	0
-LRB-	0
Glycine	0
max	0
-LRB-	0
L.	0
-RRB-	0
Merr	0
.	0
-RRB-	0
root	0
lesions	0
.	0
The	0
fungus	0
was	0
cultured	0
on	0
potato	0
dextrose	0
agar	0
,	0
and	0
its	0
morphology	0
was	0
examined	0
by	0
light	0
and	0
environmental	0
scanning	0
electron	0
microscopy	0
.	0
Conidiophores	0
were	0
determinate	0
,	0
macronematous	0
,	0
solitary	0
or	0
in	0
groups	0
,	0
and	0
simple	0
or	0
irregularly	0
branched	0
.	0
Phialides	0
occurred	0
in	0
whorls	0
and	0
were	0
obovate	0
or	0
ellipsoidal	0
.	0
Conidia	0
were	0
unicellular	0
,	0
round	0
to	0
ellipsoidal	0
,	0
5	0
to	0
13	0
4	0
to	0
7	0
m	0
,	0
initially	0
hyaline	0
,	0
smooth-walled	0
,	0
and	0
dark	0
brown	0
to	0
black	0
and	0
rough-walled	0
when	0
mature	0
.	0
A	0
pure	0
culture	0
obtained	0
from	0
infected	0
soy-bean	0
roots	0
was	0
used	0
to	0
test	0
pathogenicity	0
under	0
greenhouse	0
and	0
growth-chamber	0
conditions	0
.	0
_	0
S.	0
chartarum	DIS
_	0
was	0
grown	0
on	0
sterilized	0
sorghum	0
grain	0
for	0
2	0
weeks	0
and	0
placed	0
in	0
soil	0
2	0
to	0
3	0
cm	0
below	0
sown	0
soybean	0
seeds	0
.	0
Noninfested	0
sorghum	0
grain	0
was	0
used	0
as	0
a	0
control	0
.	0
All	0
soybean	0
plants	0
inoculated	0
with	0
_	0
S.	0
chartarum	DIS
_	0
had	0
root	0
lesions	0
ranging	0
from	0
7	0
to	0
25	0
mm	0
21	0
days	0
after	0
sowing	0
,	0
while	0
control	0
plants	0
did	0
not	0
have	0
any	0
measurable	0
root	0
rot	0
.	0
The	0
DNA	0
sequence	0
of	0
the	0
internal	0
transcribed	0
spacer	0
-LRB-	0
ITS	0
-RRB-	0
region	0
was	0
100	0
%	0
identical	0
to	0
_	0
S.	0
chartarum	DIS
_	0
strain	DIS
ATCC	DIS
9182	DIS
-LRB-	0
1	0
-RRB-	0
but	0
differed	0
from	0
all	0
published	0
sequences	0
of	0
other	0
_	0
Stachybotrys	DIS
_	0
and	0
_	0
Memnoniella	0
_	0
spp	0
.	0
in	0
Gen-Bank	0
-LRB-	0
1	0
-RRB-	0
.	0
Polymerase	0
chain	0
reaction	0
with	0
_	0
S.	0
chartarum	DIS
_	0
-	0
specific	0
primer	0
StacR3	0
and	0
IT51	0
-LRB-	0
1	0
-RRB-	0
amplified	0
a	0
198-bp	0
DNA	0
fragment	0
from	0
the	0
total	0
genomic	0
DNA	0
.	0
The	0
molecular	0
evidence	0
further	0
supports	0
the	0
identification	0
of	0
_	0
S.	0
chartarum	DIS
_	0
isolated	0
from	0
soybean	0
.	0
This	0
is	0
the	0
first	0
report	0
of	0
_	0
S.	0
chartarum	DIS
_	0
causing	0
soybean	0
root	0
rot	0
.	0
Reference	0
:	0
R.	0
A.	0
Haugland	0
and	0
J.	0
L.	0
Heckman	0
.	0
Mol	0
.	0
Cell	0
.	0
Probes	0
12:387	0
,	0
1998	0
.	0
-LSB-	0
_	0
Stachybotrys	DIS
chartarum	DIS
_	0
also	0
causes	0
disease	0
in	0
humans	0
and	0
animals	0
through	0
the	0
action	0
of	0
a	0
number	0
of	0
mycotoxins	0
,	0
including	0
trichothecenes	0
.	0
The	0
fungus	0
also	0
produces	0
9-phenylspirodrimanes	0
and	0
cyclosporin	0
which	0
are	0
potent	0
immunosuppressive	0
agents	0
.	0
Two	0
good	0
references	0
can	0
be	0
found	0
at	0
the	0
following	0
URLs	0
:	0
<	0
http://psychiatry.medscape.com/Medscape/GeneralMedicine/journal/public/mgm.journal.html	0
>	0
<	0
http://www.scisoc.org/feature/stachybotrys/Top.html	0
>	0
-	0
Mod	0
.	0
DH	0
-RSB-	0
...	0
dh/ds	0
------------------------------------	0
.	0
Between	0
29	0
Apr	0
and	0
3	0
May	0
2001	0
,	0
158	0
cases	0
of	0
acute	0
dysentery	DIS
have	0
been	0
registered	0
among	0
patients	0
in	0
the	0
Kaluga	0
province	0
psychiatric	0
hospital	0
-LRB-	0
for	0
692	0
people	0
-RRB-	0
.	0
23	0
people	0
have	0
been	0
hospitalized	0
.	0
The	0
disease	0
occurred	0
in	0
mild	0
and	0
moderate	0
to	0
serious	0
forms	0
.	0
The	0
diagnosis	0
has	0
been	0
confirmed	0
bacteriologically	0
by	0
isolation	0
of	0
strain	DIS
of	0
_	0
Shigella	0
flexneri	0
_	0
2a	0
from	0
66	0
people	0
.	0
The	0
outbreak	0
is	0
food-borne	0
and	0
associated	0
with	0
use	0
of	0
a	DIS
curd	0
pudding	0
that	0
has	0
been	0
prepared	0
with	0
-LSB-	0
violation	0
-RSB-	0
of	0
-LSB-	0
proper	0
food	0
preparation	0
practices	0
-RSB-	0
in	0
the	0
hospital	0
kitchen	0
on	0
27	0
Apr	0
2001	0
.	0
The	0
cook	0
was	0
found	0
during	0
bacteriological	0
investigation	0
to	0
be	0
an	0
active	0
-LSB-	0
carrier	0
-RSB-	0
and	0
was	0
supposed	0
to	0
be	0
the	0
infectious	0
source	0
.	0
Specialists	0
from	0
the	0
center	0
for	0
sanitary	0
and	0
epidemiological	0
surveillance	0
in	0
Kaluga	0
province	0
are	0
carrying	0
out	0
an	0
epidemic	0
investigation	0
.	0
*****	0
-LSB-	0
2	0
-RSB-	0
Source	0
:	0
ITAR-TASS	0
News	0
Agency	0
,	0
5	0
May	0
2001	0
-LSB-	0
edited	0
-RSB-	0
KALUGA	0
:	0
The	0
dysentery	DIS
outbreak	0
among	0
patients	0
of	0
the	0
province	0
psychiatric	0
hospital	0
has	0
waned	0
.	0
Today	0
49	0
patients	0
are	0
in	0
hospital	0
.	0
On	0
Friday	0
-LSB-	0
4	0
May	0
2001	0
-RSB-	0
there	0
were	0
almost	0
twice	0
as	0
many	0
patients	0
.	0
According	0
to	0
Anatoly	0
Fadeev	0
,	0
chief	0
state	0
sanitary	0
physician	0
in	0
Kaluga	0
province	0
,	0
21	0
patients	0
are	0
situated	0
in	0
the	0
infectious	0
department	0
,	0
and	0
28	0
in	0
the	0
isolation	0
ward	0
.	0
9	0
patients	0
have	0
a	DIS
moderate	0
or	0
serious	0
-LSB-	0
form	0
-RSB-	0
of	0
the	0
disease	0
.	0
For	0
the	0
7	0
days	0
from	0
the	0
beginning	0
of	0
the	0
outbreak	0
more	0
than	0
900	0
people	0
,	0
who	0
could	0
be	0
infected	0
,	0
have	0
been	0
observed	0
.	0
The	0
cooks	0
were	0
a	DIS
source	0
of	0
the	0
infection	0
,	0
said	0
Anatoly	0
Fadeev	0
.	0
At	0
the	0
present	0
time	0
prophylactic	0
and	0
treatment	0
measures	0
for	0
localization	0
and	0
liquidation	0
of	0
the	0
outbreak	0
are	0
continuing	0
.	0
*****	0
-LSB-	0
3	0
-RSB-	0
Source	0
:	0
Official	0
information	0
from	0
the	0
Website	0
of	0
the	0
Health	0
Ministry	0
of	0
the	0
Russian	0
Federation	0
-LRB-	0
Outbreaks	0
News	0
Website	0
,	0
in	0
Russian	0
-RRB-	0
,	0
4	0
May	0
2001	0
-LSB-	0
edited	0
-RSB-	0
<	0
http://www.depart.drureg.ru/hotline/	0
>	0
Between	0
24	0
Apr	0
and	0
1	0
May	0
2001	0
93	0
cases	0
of	0
dysentery	DIS
-LRB-	0
including	0
54	0
children	0
under	0
14	0
years	0
of	0
age	0
-RRB-	0
have	0
been	0
registered	0
among	0
residents	0
of	0
Verkhnee	0
Lyukino	0
village	0
-LRB-	0
345	0
people	0
-RRB-	0
,	0
Blezinsky	0
region	0
,	0
Udmurtskaya	0
Republic	0
.	0
The	0
disease	0
has	0
mild	0
and	0
moderate	0
to	0
serious	0
course	0
.	0
A	0
bacteriological	0
diagnosis	0
has	0
been	0
obtained	0
for	0
71	0
people	0
:	0
a	DIS
_	0
Shigella	0
sonnei	0
_	0
strain	DIS
has	0
been	0
isolated	0
from	0
them	0
.	0
New	0
cases	0
have	0
not	0
been	0
registered	0
since	0
2	0
May	0
2001	0
.	0
The	0
infectious	0
source	0
is	0
drinking	0
water	0
infected	0
from	0
the	0
sewerage	0
after	0
a	DIS
disaster	0
in	0
water	0
supply	0
on	0
23	0
Apr	0
2001	0
.	0
Specialists	0
from	0
the	0
center	0
of	0
the	0
state	0
sanitary	0
and	0
epidemiological	0
surveillance	0
and	0
health	0
ministry	0
of	0
the	0
republic	0
are	0
carrying	0
out	0
the	0
epidemiological	0
investigation	0
.	0
-LSB-	0
These	0
2	0
outbreaks	0
illustrate	0
one	0
of	0
the	0
public	0
health	0
impacts	0
of	0
continued	0
problems	0
with	0
infrastructure	0
maintenance	0
in	0
Russia	0
and	0
other	0
regions	0
of	0
the	0
former	0
Soviet	0
Union	0
.	0
-	0
Mod.ES	0
-RSB-	0
...	0
mpp/av/es	0
/	0
ds	0
--------------------------------------------------	0
.	0
During	0
Cuban	0
neuropathy	DIS
outbreak	0
in	0
1992-1993	0
,	0
we	0
worked	0
-LSB-	0
in	0
collaboration	0
with	0
team	0
investigating	0
-RSB-	0
theories	0
concerning	0
a	0
possible	0
toxic-nutritional	0
physiopathological	0
origin	0
and	0
-LSB-	0
involvement	0
of	0
oxidative	0
stress	0
-RSB-	0
.	0
Later	0
our	0
team	0
,	0
with	0
French	0
research	0
partners	0
,	0
developed	0
different	0
prospective	0
studies	0
-LRB-	0
SECUBA	0
program	0
1995	0
1997	0
-RRB-	0
in	0
healthy	0
volunteers	0
and	0
patients	0
with	0
neuropathy	DIS
,	0
-LSB-	0
establishing	0
-RSB-	0
central	0
role	0
of	0
antioxidants	0
,	0
energy	0
,	0
and	0
oxidative	0
stress	0
in	0
Cuban	0
neuropathy	DIS
outbreak	0
.	0
We	0
were	0
aware	0
of	0
the	DIS
Tanzanian	DIS
epidemic	DIS
of	0
bilateral	DIS
optic	DIS
neuropathy	DIS
-LRB-	0
Dolin	0
PJ	0
,	0
Mohamed	0
AA	0
,	0
Plant	0
GT	0
.	0
Epidemic	0
of	0
bilateral	DIS
optic	DIS
neuropathy	DIS
in	0
Dar	0
es	0
Salaam	0
,	0
Tanzania	0
.	0
N	0
Engl	0
J	0
Med	0
1998	0
;	0
338:1547	0
-8	0
-RRB-	0
.	0
-LSB-	0
Although	0
-RSB-	0
most	0
recent	0
information	0
is	0
limited	0
,	0
-LSB-	0
a	0
significant	0
difference	0
between	0
Cuban	0
and	0
Tanzanian	DIS
outbreaks	0
-RSB-	0
is	0
that	0
no	0
deaths	0
occurred	0
in	0
Cuban	0
neuropathy	DIS
outbreak	0
.	0
Nonetheless	0
we	0
are	0
always	0
interested	0
in	0
assisting	0
any	0
country	0
,	0
including	0
Tanzania	0
,	0
-LSB-	0
that	0
suspects	0
occurrence	0
-RSB-	0
of	0
an	0
epidemic	DIS
neuropathy	DIS
outbreak	0
of	0
type	0
experienced	0
in	0
Cuba	0
.	0
In	0
Cuba	0
disease	0
is	0
no	0
longer	0
a	0
problem	0
,	0
and	0
solution	0
was	0
related	0
to	0
improvements	0
in	0
diet	0
,	0
particularly	0
antioxidants	0
-LSB-	0
supplied	0
-RSB-	0
by	0
vegetables	0
and	0
fruits	0
,	0
even	0
if	0
-LSB-	0
overall	0
-RSB-	0
levels	0
of	0
calories	0
and	0
some	0
-LSB-	0
other	0
-RSB-	0
nutrients	0
-LRB-	0
e.g.	0
,	0
B	0
vitamins	0
-RRB-	0
were	0
not	0
entirely	0
adequate	0
.	0
Lifestyle	0
was	0
also	0
important	0
.	0
-LSB-	0
Dr	0
Verdura	0
's	0
comments	0
may	0
refer	0
to	0
2	0
separate	0
events	0
,	0
namely	0
outbreak	0
of	0
epidemic	DIS
neuropathy	DIS
in	0
coastal	0
region	0
of	0
Tanzania	0
and	0
an	0
outbreak	0
of	0
an	0
unidentified	0
illness	0
affecting	0
mainly	0
young	0
men	0
on	0
Ukerewe	0
Island	0
,	0
Tanzania	0
.	0
I	0
have	0
edited	0
Dr	0
Verdura	0
's	0
remarks	0
-LRB-	0
I	0
hope	0
correctly	0
-RRB-	0
to	0
relate	0
mainly	0
to	0
first	0
of	0
these	0
2	0
events	0
.	0
-	0
Mod.CP	0
-RSB-	0
-LSB-	0
Dr	0
Verdura	0
rightly	0
points	0
out	0
that	0
the	DIS
epidemic	DIS
neuropathy	DIS
seen	0
in	0
Cuba	0
was	0
not	0
associated	0
with	0
mortality	0
.	0
A	0
review	0
of	0
limited	0
postings	0
on	0
the	DIS
epidemic	DIS
neuropathy	DIS
in	0
Tanzania	0
Coastal	0
area	0
does	0
not	0
mention	0
mortality	0
either	0
.	0
This	0
moderator	0
significantly	0
erred	0
by	0
provocative	0
comments	0
made	0
in	0
posting	0
Unexplained	0
deaths	0
-	0
Tanzania	0
-LRB-	0
Ukerewe	0
Island	0
-RRB-	0
-LRB-	0
02	0
-RRB-	0
:	0
RFI20030529	0
.1314	0
,	0
suggesting	0
there	0
might	0
be	0
a	0
link	0
between	0
the	DIS
epidemic	DIS
neuropathy	DIS
reported	0
in	0
coast	0
of	0
Tanzania	0
and	0
undiagnosed	0
deaths	0
in	0
young	0
males	0
on	0
Ukerewe	0
Island	0
.	0
A	0
late	0
night	0
fruit	0
salad	0
mixing	0
of	0
apples	0
and	0
oranges	0
.	0
-	0
Mod.MPP	0
-RSB-	0
-------------------------------------------	0
.	0
A	0
man	0
has	0
been	0
admitted	0
to	0
hospital	0
in	DIS
Scotland	0
with	0
an	DIS
acute	0
neurological	0
illness	DIS
that	0
is	0
being	0
investigated	0
as	0
a	DIS
suspected	0
case	DIS
of	0
rabies	DIS
-LRB-	0
1,2	0
-RRB-	0
.	0
The	DIS
possible	0
diagnosis	0
of	0
a	DIS
rabies-like	DIS
illness	DIS
is	0
being	0
considered	0
because	0
of	0
some	0
aspects	0
of	0
the	0
clinical	0
presentation	0
and	0
because	0
the	0
man	0
is	0
a	DIS
bat	DIS
handler	0
who	0
has	0
been	0
bitten	0
by	0
a	DIS
bat	DIS
in	DIS
Scotland	0
on	0
at	0
least	0
one	0
occasion	0
within	0
the	0
possible	0
incubation	0
period	0
for	0
rabies	DIS
.	0
There	0
is	0
no	0
documented	0
evidence	0
that	0
the	0
patient	0
has	0
ever	0
received	0
rabies	DIS
immunisation	0
or	0
has	0
travelled	0
abroad	0
since	0
1996	0
.	0
Although	0
the	0
clinical	0
features	0
