O 3:1 7:1 11:1 39:1 110:1 8283:1 8288:1 Dolphins
O 11:1 40:1 108:1 125:1 8284:1 8286:1 8291:1 Died
O 11:1 26:1 109:1 123:1 8287:1 8289:1 8294:1 From
O 26:1 66:1 124:1 171:1 205:1 8408:1 the
O 24:1 26:1 67:1 172:1 1268:1 8406:1 seaweed
O 24:1 25:1 26:1 1266:1 8407:1 8411:1 _
O 11:1 24:1 25:1 26:1 1267:1 8409:1 8414:1 Chondria
O 24:1 25:1 26:1 1268:1 8410:1 8412:1 armata
O 24:1 25:1 44:1 1266:1 8413:1 _
O 25:1 42:1 110:1 1267:1 2216:1 ,
O 43:1 108:1 125:1 2214:1 5042:1 found
O 68:1 109:1 123:1 173:1 2215:1 5040:1 off
O 26:1 66:1 124:1 171:1 3050:1 5041:1 the
O 24:1 67:1 125:1 161:1 172:1 3048:1 coast
O 17:1 25:1 123:1 159:1 3049:1 8417:1 of
O 11:1 15:1 62:1 124:1 160:1 8415:1 Japan
O 4:1 8:1 16:1 60:1 8416:1 .
O 3:1 7:1 11:1 50:1 123:1 1182:1 4178:1 In
O 44:1 48:1 124:1 1183:1 4176:1 1987
O 42:1 49:1 491:1 1058:1 4177:1 ,
B-VIC 43:1 125:1 489:1 1056:1 2477:1 more
I-VIC 50:1 123:1 490:1 1057:1 2057:1 2475:1 than
O 48:1 104:1 124:1 1049:1 2055:1 2476:1 100
O 49:1 102:1 110:1 1047:1 2056:1 8420:1 people
O 103:1 108:1 152:1 1048:1 8418:1 8423:1 became
O 109:1 131:1 134:1 150:1 8419:1 8421:1 ill
O 129:1 132:1 151:1 152:1 3737:1 8422:1 and
O 104:1 130:1 133:1 150:1 1049:1 3735:1 several
O 102:1 110:1 151:1 386:1 1047:1 3736:1 people
O 71:1 74:1 103:1 108:1 384:1 1048:1 died
O 68:1 69:1 72:1 109:1 173:1 385:1 following
O 26:1 66:1 70:1 73:1 171:1 8426:1 the
O 24:1 67:1 125:1 161:1 172:1 8424:1 consumption
O 25:1 123:1 152:1 159:1 7343:1 8425:1 of
O 104:1 124:1 150:1 160:1 7341:1 8429:1 blue
O 102:1 110:1 151:1 6731:1 7342:1 8427:1 mussels
O 103:1 108:1 2396:1 5042:1 6729:1 8428:1 caught
O 17:1 109:1 2394:1 5040:1 6730:1 8432:1 off
O 11:1 15:1 17:1 2395:1 5041:1 8430:1 8435:1 Prince
O 11:1 15:1 16:1 17:1 464:1 8431:1 8433:1 Edward
O 11:1 15:1 16:1 44:1 462:1 8434:1 Island
O 16:1 17:1 42:1 463:1 5684:1 ,
O 11:1 15:1 43:1 62:1 5682:1 Canada
O 4:1 8:1 16:1 60:1 5683:1 .
O 3:1 7:1 11:1 104:1 150:1 4571:1 8436:1 Canadian
O 102:1 110:1 151:1 2216:1 4569:1 8437:1 scientists
O 103:1 108:1 125:1 515:1 2214:1 4570:1 found
O 109:1 123:1 152:1 513:1 2215:1 8345:1 that
B-DIS 26:1 124:1 150:1 514:1 8343:1 8348:1 domoic
I-DIS 24:1 110:1 151:1 1610:1 8344:1 8346:1 acid
O 25:1 108:1 140:1 1608:1 8347:1 8441:1 had
O 68:1 109:1 138:1 173:1 1609:1 8439:1 entered
O 26:1 66:1 139:1 171:1 2345:1 8440:1 the
O 24:1 26:1 67:1 172:1 2093:1 2343:1 food
O 24:1 25:1 1043:1 1046:1 2091:1 2344:1 chain
O 25:1 68:1 173:1 1041:1 1044:1 2092:1 when
O 66:1 104:1 171:1 1042:1 1045:1 8429:1 the
O 67:1 102:1 140:1 172:1 8427:1 8444:1 mussels
O 103:1 125:1 138:1 770:1 8428:1 8442:1 fed
O 68:1 123:1 139:1 287:1 768:1 8443:1 on
O 66:1 124:1 152:1 285:1 769:1 8447:1 a
O 67:1 150:1 152:1 286:1 8445:1 8450:1 toxic
O 26:1 150:1 151:1 8446:1 8448:1 8453:1 algal
O 24:1 125:1 151:1 161:1 8449:1 8451:1 bloom
O 25:1 68:1 123:1 159:1 173:1 8452:1 of
O 26:1 66:1 124:1 160:1 171:1 8456:1 the
O 24:1 26:1 67:1 172:1 8454:1 8459:1 pennate
O 24:1 25:1 50:1 1268:1 8455:1 8457:1 diatom
O 25:1 26:1 48:1 1266:1 8458:1 8462:1 _
O 11:1 24:1 49:1 104:1 1267:1 8460:1 8465:1 Pseudonitzschia
O 25:1 102:1 671:1 1268:1 8461:1 8463:1 pungens
O 103:1 669:1 1266:1 1772:1 8464:1 8468:1 _
O 670:1 1267:1 1770:1 1772:1 8466:1 8471:1 forma
O 62:1 1770:1 1771:1 8467:1 8469:1 multiseries
O 4:1 8:1 60:1 1771:1 8470:1 .
