O 3:1 7:1 11:1 17:1 63:1 66:1 7961:1 The
O 11:1 15:1 64:1 67:1 104:1 7959:1 10844:1 Agriculture
O 104:1 124:1 150:1 235:1 3735:1 10928:1 several
O 102:1 113:1 116:1 151:1 3736:1 10926:1 provinces
O 103:1 111:1 114:1 611:1 6503:1 10927:1 to
O 68:1 112:1 115:1 173:1 609:1 6501:1 prevent
O 26:1 66:1 171:1 610:1 971:1 6502:1 the
O 24:1 67:1 125:1 161:1 172:1 969:1 arrival
O 25:1 68:1 123:1 159:1 970:1 2027:1 of
O 66:1 124:1 152:1 160:1 2025:1 6818:1 any
O 67:1 104:1 150:1 248:1 2026:1 6816:1 sick
O 102:1 125:1 151:1 206:1 246:1 6817:1 birds
O 17:1 103:1 123:1 204:1 247:1 10907:1 from
O 11:1 15:1 62:1 124:1 205:1 10905:1 Guatemala
O 4:1 8:1 16:1 60:1 10906:1 .
O 3:1 7:1 11:1 63:1 66:1 152:1 10865:1 The
O 11:1 17:1 64:1 67:1 150:1 7961:1 10863:1 Salvadoran
O 11:1 15:1 26:1 151:1 7959:1 8771:1 10864:1 Agriculture
O 16:1 24:1 110:1 890:1 7960:1 8769:1 minister
O 25:1 108:1 888:1 914:1 4829:1 8770:1 said
O 26:1 109:1 889:1 912:1 4827:1 10862:1 his
O 24:1 125:1 398:1 913:1 4828:1 10860:1 meeting
O 25:1 123:1 396:1 914:1 4829:1 10861:1 with
O 124:1 152:1 397:1 912:1 4827:1 10892:1 his
O 11:1 26:1 150:1 913:1 4828:1 10890:1 10931:1 Honduran
O 24:1 110:1 151:1 5039:1 10891:1 10929:1 counterpart
O 25:1 108:1 572:1 4394:1 5037:1 10930:1 went
O 109:1 131:1 134:1 570:1 4392:1 5038:1 well
O 129:1 132:1 571:1 572:1 4393:1 10934:1 and
O 130:1 133:1 570:1 848:1 3566:1 10932:1 together
O 110:1 571:1 846:1 1610:1 3564:1 10933:1 they
O 108:1 140:1 847:1 1608:1 3565:1 10937:1 had
O 109:1 138:1 152:1 1609:1 2687:1 10935:1 reviewed
O 139:1 150:1 152:1 2685:1 10936:1 10940:1 possible
O 104:1 150:1 151:1 2686:1 10938:1 10943:1 joint
O 102:1 113:1 116:1 151:1 10939:1 10941:1 actions
O 103:1 111:1 114:1 611:1 10942:1 10946:1 to
O 68:1 112:1 115:1 173:1 609:1 10944:1 eradicate
B-DIS 17:1 66:1 171:1 610:1 7646:1 10945:1 the
I-DIS 11:1 15:1 26:1 67:1 86:1 172:1 7644:1 Newcastle
I-DIS 16:1 24:1 84:1 131:1 134:1 7645:1 virus
O 25:1 85:1 129:1 132:1 149:1 152:1 and
O 26:1 130:1 133:1 147:1 150:1 7922:1 other
O 24:1 104:1 148:1 151:1 7313:1 7920:1 poultry
O 25:1 62:1 102:1 7311:1 7921:1 diseases
O 4:1 8:1 60:1 103:1 7312:1 .
O 3:1 7:1 11:1 68:1 123:1 650:1 10947:1 Toward
O 26:1 66:1 124:1 648:1 7364:1 10948:1 this
O 24:1 44:1 67:1 649:1 7362:1 end
O 25:1 26:1 42:1 7363:1 10952:1 ,
O 24:1 43:1 104:1 10950:1 10955:1 specialist
O 25:1 102:1 125:1 206:1 10951:1 10953:1 commissions
O 68:1 103:1 123:1 204:1 6656:1 10954:1 from
O 66:1 104:1 124:1 205:1 3890:1 6654:1 both
O 67:1 102:1 1010:1 1355:1 3888:1 6655:1 countries
O 103:1 611:1 1008:1 1353:1 3889:1 6086:1 will
O 152:1 609:1 1009:1 1354:1 4451:1 6084:1 meet
O 26:1 150:1 176:1 610:1 4449:1 6085:1 next
O 24:1 125:1 151:1 174:1 485:1 4450:1 week
O 25:1 68:1 123:1 175:1 287:1 483:1 at
O 26:1 66:1 124:1 285:1 484:1 3332:1 a
O 24:1 67:1 125:1 158:1 286:1 3330:1 location
O 25:1 123:1 156:1 572:1 857:1 3331:1 as
O 124:1 152:1 157:1 570:1 855:1 10958:1 yet
O 150:1 571:1 856:1 1046:1 3371:1 10956:1 undetermined
O 151:1 848:1 1044:1 3369:1 3566:1 10957:1 where
O 846:1 1010:1 1045:1 1355:1 3370:1 3564:1 they
O 611:1 847:1 1008:1 1353:1 3565:1 10961:1 will
O 26:1 470:1 609:1 1009:1 1354:1 10959:1 share
O 24:1 125:1 468:1 610:1 770:1 10960:1 information
O 25:1 104:1 123:1 469:1 768:1 7313:1 on
O 102:1 124:1 131:1 134:1 769:1 7311:1 diseases
O 103:1 129:1 132:1 611:1 5702:1 7312:1 and
O 68:1 130:1 133:1 287:1 609:1 5700:1 develop
O 66:1 152:1 285:1 610:1 5701:1 10964:1 a
O 26:1 67:1 150:1 286:1 10962:1 10967:1 collaborative
O 24:1 125:1 151:1 161:1 10963:1 10965:1 strategy
O 25:1 26:1 123:1 159:1 2186:1 10966:1 of
O 24:1 44:1 124:1 160:1 2184:1 action
O 17:1 25:1 42:1 2185:1 10853:1 ,
O 11:1 15:1 43:1 110:1 890:1 10851:1 Urrutia
O 16:1 62:1 108:1 888:1 10852:1 said
O 4:1 8:1 60:1 109:1 889:1 .
O 3:1 7:1 11:1 15:1 32:1 1274:1 10968:1 EFE
O 16:1 17:1 30:1 677:1 1272:1 10969:1 --
O 11:1 15:1 17:1 31:1 675:1 1273:1 1277:1 ProMED-mail
O 15:1 16:1 32:1 676:1 689:1 1275:1 <promed@promedmail.org>
O 16:1 30:1 104:1 687:1 1276:1 10973:1 ...
O 4:1 8:1 31:1 102:1 688:1 10971:1 tg/es
