3 3:1 7:1 11:1 24:1 26:1 722:1 13305:1
0 25:1 111:1 114:1 152:1 6439:1 7247:1
0 104:1 112:1 115:1 150:1 7245:1 11171:1
0 102:1 125:1 151:1 236:1 7246:1 11169:1
0 103:1 123:1 234:1 914:1 977:1 11170:1
0 124:1 152:1 235:1 912:1 975:1 13298:1
0 104:1 150:1 913:1 976:1 8036:1 13296:1
0 62:1 102:1 151:1 8034:1 13297:1
0 4:1 8:1 60:1 103:1 8035:1
0 3:1 7:1 11:1 50:1 123:1 185:1 13335:1
0 48:1 104:1 124:1 183:1 1970:1 13336:1
0 49:1 102:1 125:1 184:1 1968:1 11156:1
0 50:1 103:1 123:1 215:1 1969:1 11154:1
1 48:1 104:1 124:1 213:1 1049:1 11155:1
2 49:1 102:1 110:1 203:1 214:1 1047:1
0 103:1 107:1 108:1 140:1 201:1 1048:1
0 105:1 109:1 113:1 116:1 138:1 202:1
0 106:1 111:1 114:1 139:1 611:1 668:1
0 112:1 115:1 140:1 609:1 666:1 6470:1
0 68:1 138:1 173:1 610:1 667:1 6468:1
3 26:1 66:1 139:1 171:1 6440:1 6469:1
4 24:1 26:1 67:1 172:1 743:1 6438:1
4 24:1 25:1 125:1 485:1 741:1 6439:1
0 25:1 26:1 123:1 483:1 742:1 13325:1
0 11:1 24:1 124:1 125:1 484:1 2015:1 13323:1
0 25:1 74:1 123:1 2013:1 10844:1 13324:1
0 26:1 72:1 124:1 2014:1 10842:1 11978:1
0 24:1 73:1 125:1 206:1 10843:1 11976:1
0 25:1 68:1 123:1 204:1 1022:1 11977:1
1 66:1 124:1 152:1 205:1 1020:1 1931:1
2 26:1 67:1 150:1 1021:1 1929:1 6698:1
2 24:1 62:1 151:1 1930:1 6696:1
0 4:1 8:1 25:1 60:1 6697:1
0 3:1 7:1 26:1 87:1 501:1 11351:1
3 11:1 24:1 26:1 88:1 502:1 6440:1 11349:1
4 24:1 25:1 152:1 6438:1 11350:1 13340:1
4 25:1 89:1 150:1 6439:1 13338:1
0 87:1 151:1 152:1 3338:1 13339:1
0 88:1 150:1 152:1 3336:1 4313:1
0 104:1 150:1 151:1 3337:1 4311:1 5714:1
0 102:1 125:1 151:1 161:1 4312:1 5712:1
0 103:1 104:1 123:1 159:1 191:1 5713:1
1 102:1 124:1 131:1 134:1 160:1 189:1
0 103:1 129:1 132:1 190:1 572:1 1097:1
0 68:1 130:1 133:1 173:1 570:1 1095:1
0 26:1 66:1 171:1 571:1 1096:1 13343:1
0 24:1 67:1 140:1 172:1 2324:1 13341:1
0 25:1 125:1 138:1 398:1 2322:1 13342:1
0 68:1 123:1 139:1 173:1 396:1 2323:1
0 26:1 66:1 124:1 171:1 397:1 13346:1
0 24:1 67:1 172:1 842:1 13344:1
0 25:1 152:1 840:1 13345:1 13349:1
0 150:1 841:1 875:1 13347:1
0 95:1 151:1 873:1 13348:1
0 93:1 125:1 236:1 874:1
0 17:1 94:1 123:1 234:1 13310:1
0 11:1 15:1 44:1 124:1 235:1 13308:1
0 16:1 42:1 131:1 134:1 13309:1
0 43:1 68:1 129:1 132:1 173:1
0 26:1 66:1 130:1 133:1 171:1 2870:1
0 24:1 67:1 83:1 172:1 479:1 2868:1
0 25:1 81:1 140:1 477:1 1109:1 2869:1
0 82:1 138:1 478:1 491:1 1107:1 13352:1
0 125:1 139:1 143:1 489:1 1108:1 13350:1
0 68:1 123:1 141:1 173:1 490:1 13351:1
0 66:1 124:1 142:1 152:1 171:1 188:1
0 26:1 67:1 150:1 172:1 186:1 8426:1
0 24:1 125:1 151:1 161:1 187:1 8424:1
0 25:1 123:1 152:1 159:1 3395:1 8425:1
0 104:1 124:1 150:1 160:1 410:1 3393:1
0 62:1 102:1 151:1 408:1 3394:1
0 4:1 8:1 60:1 103:1 409:1
0 3:1 7:1 11:1 50:1 123:1 1182:1 1742:1
0 48:1 124:1 131:1 134:1 1183:1 1740:1
0 49:1 50:1 56:1 129:1 132:1 1741:1
0 48:1 54:1 130:1 133:1 1361:1 1364:1
0 49:1 55:1 110:1 275:1 1359:1 1362:1
0 68:1 108:1 273:1 287:1 1360:1 1363:1
0 66:1 109:1 152:1 274:1 285:1 2825:1
1 26:1 67:1 150:1 286:1 548:1 2823:1
2 24:1 125:1 151:1 161:1 546:1 2824:1
0 25:1 26:1 123:1 159:1 547:1 12140:1
1 24:1 104:1 124:1 160:1 191:1 12138:1
2 25:1 102:1 134:1 189:1 2072:1 12139:1
0 103:1 125:1 132:1 190:1 2070:1 5363:1
1 50:1 123:1 133:1 2071:1 2480:1 5361:1
2 48:1 104:1 124:1 1049:1 2478:1 5362:1
2 49:1 102:1 110:1 203:1 1047:1 2479:1
0 103:1 108:1 140:1 201:1 1048:1 7982:1
0 62:1 109:1 138:1 202:1 7980:1
0 4:1 8:1 60:1 139:1 7981:1
0 3:1 7:1 11:1 50:1 63:1 66:1 215:1
1 48:1 64:1 67:1 104:1 191:1 213:1
2 49:1 102:1 107:1 140:1 189:1 214:1
0 103:1 105:1 138:1 190:1 572:1 7235:1
0 106:1 110:1 139:1 203:1 570:1 7233:1
0 108:1 201:1 571:1 572:1 1223:1 7234:1
0 68:1 109:1 202:1 570:1 1221:1 3827:1
0 66:1 125:1 398:1 571:1 1222:1 3825:1
0 67:1 68:1 123:1 173:1 396:1 3826:1
0 66:1 124:1 171:1 397:1 527:1 12305:1
0 67:1 152:1 172:1 525:1 629:1 12303:1
0 104:1 150:1 526:1 627:1 1478:1 12304:1
0 44:1 102:1 151:1 628:1 1476:1
0 42:1 103:1 125:1 398:1 1477:1
0 43:1 123:1 396:1 572:1 9692:1
0 68:1 124:1 397:1 570:1 992:1 9690:1
0 50:1 66:1 571:1 990:1 1892:1 9691:1
0 48:1 67:1 113:1 116:1 991:1 1890:1
0 49:1 50:1 111:1 114:1 1316:1 1891:1
0 48:1 112:1 115:1 491:1 1058:1 1314:1
0 49:1 125:1 398:1 489:1 1056:1 1315:1
0 26:1 123:1 396:1 490:1 794:1 1057:1
0 24:1 124:1 131:1 134:1 397:1 792:1
0 25:1 129:1 132:1 152:1 793:1 13355:1
0 26:1 130:1 133:1 150:1 3479:1 13353:1
0 24:1 62:1 151:1 3477:1 13354:1
0 4:1 8:1 25:1 60:1 3478:1
